date,ticker,fwd_ret,fold,month
2021-01-27,HSY,0.001629135069034282,2021,2021-01
2021-01-27,ITW,0.035015641044536805,2021,2021-01
2021-01-27,LEN,-0.02146473561492579,2021,2021-01
2021-01-27,LII,-0.04642310184611631,2021,2021-01
2021-01-27,LOW,-0.04746297824088441,2021,2021-01
2021-01-27,LULU,-0.05411069940644886,2021,2021-01
2021-01-27,LYB,0.19788518491338225,2021,2021-01
2021-01-27,MCK,-0.048656146525474564,2021,2021-01
2021-01-27,MGM,0.3325106963335518,2021,2021-01
2021-01-27,MOS,0.10153613781158022,2021,2021-01
2021-01-27,NKE,0.03078938276560228,2021,2021-01
2021-01-27,ORCL,0.03133497192000689,2021,2021-01
2021-01-27,PFE,-0.06582975084544773,2021,2021-01
2021-01-27,PM,0.05288223436605621,2021,2021-01
2021-01-27,RF,0.20291550507464828,2021,2021-01
2021-01-27,SHW,-0.04951405798062081,2021,2021-01
2021-01-27,SYK,0.0517442847227958,2021,2021-01
2021-01-27,TJX,0.036126902290429364,2021,2021-01
2021-01-27,TOL,-0.002799998371743384,2021,2021-01
2021-01-27,TSLA,-0.21831606584304242,2021,2021-01
2021-01-27,UPS,0.007480483781050262,2021,2021-01
2021-01-27,WAT,0.029778965566977345,2021,2021-01
2021-01-27,WMB,0.07685053307384515,2021,2021-01
2021-01-27,WY,0.051863309350396625,2021,2021-01
2021-01-27,ZBH,0.06854521037195727,2021,2021-01
2021-01-28,NVR,0.012117630759381548,2021,2021-01
2021-01-28,ULTA,0.1602365894020623,2021,2021-01
2021-01-28,ZBRA,0.3013765172503944,2021,2021-01
2021-12-01,AJG,0.048316431922565295,2021,2021-12
2021-12-01,APTV,0.030937480926513716,2021,2021-12
2021-12-01,CNP,0.08346249649434023,2021,2021-12
2021-12-01,CVX,0.046833253690903076,2021,2021-12
2021-12-01,EIX,0.05082713629100488,2021,2021-12
2021-12-01,FITB,0.05054266342608904,2021,2021-12
2021-12-01,HCA,0.14102822700336093,2021,2021-12
2021-12-01,JPM,0.0029134887930983844,2021,2021-12
2021-12-01,KEY,0.04850390408347205,2021,2021-12
2021-12-01,LIN,0.09204675133443763,2021,2021-12
2021-12-01,OXY,0.0017071226741005585,2021,2021-12
2021-12-01,TOL,0.1185106127420692,2021,2021-12
2021-12-01,TSCO,0.0655589853099543,2021,2021-12
2021-12-03,AOS,0.041176217001468673,2021,2021-12
2021-12-03,LLY,0.08644827908892316,2021,2021-12
2021-12-03,MOS,0.17698327302400396,2021,2021-12
2024-08-05,EL,0.009635047296794985,2024,2024-08
2024-08-05,FTNT,0.38779569585891505,2024,2024-08
2024-08-05,LVS,0.0584173760116915,2024,2024-08
2024-08-05,NFLX,0.13554427932748903,2024,2024-08
