lb,tn,cap,rb,ov,dd_f,nw,IS_SR,IS_Ret,IS_MDD,OOS_SR,OOS_Ret,OOS_MDD,FULL_SR,FULL_Ret,FULL_Vol,FULL_MDD,NAVx,SR_gap,min_sr,calmar
120,2,0.5,5,2.0,0.15,20,0.64,12.92,-23.7,0.52,13.44,-28.9,0.564,13.2,23.4,-31.4,3.3,0.12,0.52,0.42038216560509556
120,2,0.5,5,2.0,0.15,40,0.437,8.47,-24.4,-0.174,-3.23,-48.7,0.112,2.13,19.0,-48.7,1.0,0.611,-0.174,0.04373716632443531
120,2,0.5,5,2.0,0.2,10,0.78,20.4,-29.2,0.087,2.34,-42.3,0.4,10.61,26.6,-42.3,2.3,0.6930000000000001,0.087,0.25082742316784873
120,2,0.5,5,2.0,0.2,20,0.87,25.03,-21.9,0.677,24.32,-35.1,0.751,24.64,32.8,-35.1,9.4,0.19299999999999995,0.677,0.701994301994302
120,2,0.5,5,2.0,0.2,40,0.894,24.88,-24.2,0.091,2.4,-51.9,0.468,12.7,27.1,-51.9,2.8,0.803,0.091,0.2447013487475915
120,2,0.5,5,2.0,0.25,10,0.821,25.42,-30.8,0.135,4.05,-48.4,0.455,13.84,30.4,-48.4,2.9,0.6859999999999999,0.135,0.2859504132231405
120,2,0.5,5,2.0,0.25,20,0.866,28.31,-31.0,0.085,2.54,-53.9,0.459,14.34,31.2,-53.9,2.9,0.781,0.085,0.2660482374768089
120,2,0.5,5,2.0,0.25,40,0.979,32.29,-30.6,0.152,4.66,-57.6,0.546,17.31,31.7,-57.6,4.1,0.827,0.152,0.3005208333333333
120,2,0.5,5,2.0,0.3,10,0.822,29.47,-39.6,0.499,19.03,-48.3,0.642,23.82,37.1,-48.3,7.0,0.32299999999999995,0.499,0.49316770186335407
120,2,0.5,5,2.0,0.3,20,0.765,27.31,-40.7,0.541,22.22,-46.1,0.634,24.55,38.7,-48.2,7.2,0.22399999999999998,0.541,0.5093360995850622
120,2,0.5,5,2.0,0.3,40,0.919,33.1,-39.4,0.512,19.61,-45.5,0.692,25.79,37.3,-47.7,8.7,0.40700000000000003,0.512,0.540670859538784
120,2,0.5,5,2.5,0.15,10,0.123,2.27,-22.8,-0.035,-0.67,-50.1,0.036,0.68,18.7,-50.1,0.9,0.158,-0.035,0.013572854291417167
120,2,0.5,5,2.5,0.15,20,0.164,3.09,-24.0,0.101,2.12,-43.8,0.128,2.57,20.1,-43.8,1.1,0.063,0.101,0.05867579908675799
120,2,0.5,5,2.5,0.15,40,0.493,11.09,-21.8,0.217,4.76,-44.1,0.345,7.66,22.2,-44.1,1.8,0.276,0.217,0.17369614512471654
120,2,0.5,5,2.5,0.2,10,0.174,4.28,-37.3,-0.119,-3.2,-60.7,0.009,0.23,25.8,-60.7,0.7,0.293,-0.119,0.0037891268533772654
120,2,0.5,5,2.5,0.2,20,0.746,20.97,-28.0,0.606,21.55,-38.7,0.658,21.29,32.4,-38.7,6.4,0.14,0.606,0.5501291989664082
120,2,0.5,5,2.5,0.2,40,0.468,11.62,-32.1,-0.176,-4.28,-60.2,0.123,3.01,24.5,-60.3,1.0,0.644,-0.176,0.04991708126036484
120,2,0.5,5,2.5,0.25,10,0.75,24.43,-35.2,0.079,2.65,-53.4,0.382,12.62,33.1,-53.4,2.3,0.671,0.079,0.23632958801498127
120,2,0.5,5,2.5,0.25,20,0.859,30.92,-28.0,0.674,30.33,-43.2,0.744,30.6,41.1,-43.2,13.4,0.18499999999999994,0.674,0.7083333333333334
120,2,0.5,5,2.5,0.25,40,0.896,31.31,-29.7,0.076,2.5,-62.3,0.462,15.7,34.0,-62.3,3.1,0.8200000000000001,0.076,0.2520064205457464
120,2,0.5,5,2.5,0.3,10,0.815,30.75,-36.8,0.112,4.09,-58.1,0.439,16.3,37.1,-58.1,2.9,0.703,0.112,0.28055077452667815
120,2,0.5,5,2.5,0.3,20,0.862,34.4,-37.0,0.039,1.42,-64.5,0.435,16.53,38.0,-64.5,2.9,0.823,0.039,0.25627906976744186
120,2,0.5,5,2.5,0.3,40,0.974,39.32,-36.6,0.15,5.61,-66.8,0.543,21.05,38.8,-66.8,4.7,0.824,0.15,0.31511976047904194
120,2,0.5,5,3.0,0.15,10,-0.654,-10.9,-49.2,-0.697,-13.02,-61.9,-0.677,-12.05,17.8,-79.6,0.2,0.04299999999999993,-0.697,-0.15138190954773872
120,2,0.5,5,3.0,0.15,20,-0.456,-8.5,-42.9,-0.036,-0.72,-48.8,-0.221,-4.28,19.4,-51.2,0.5,0.42000000000000004,-0.456,-0.08359375
120,2,0.5,5,3.0,0.15,40,-0.616,-9.37,-43.4,0.394,10.33,-45.4,0.06,1.31,21.9,-49.3,0.9,1.01,-0.616,0.026572008113590267
120,2,0.5,5,3.0,0.2,10,0.143,3.23,-34.7,-0.162,-4.01,-64.9,-0.029,-0.69,23.7,-64.9,0.7,0.305,-0.162,-0.010631741140215714
120,2,0.5,5,3.0,0.2,20,0.087,2.45,-49.3,0.462,14.5,-42.7,0.299,8.98,30.0,-50.5,1.6,0.375,0.087,0.17782178217821784
120,2,0.5,5,3.0,0.2,40,0.394,10.41,-35.1,-0.197,-4.72,-63.3,0.088,2.21,25.1,-63.3,0.9,0.591,-0.197,0.034913112164297
120,2,0.5,5,3.0,0.25,10,0.261,8.05,-44.1,-0.089,-2.98,-68.6,0.064,2.07,32.4,-68.6,0.7,0.35,-0.089,0.030174927113702624
120,2,0.5,5,3.0,0.25,20,0.79,28.67,-31.6,0.687,32.53,-46.3,0.721,30.76,42.6,-46.3,12.5,0.10299999999999998,0.687,0.6643628509719223
120,2,0.5,5,3.0,0.25,40,0.751,26.05,-31.7,-0.189,-5.7,-69.5,0.273,8.84,32.3,-69.5,1.5,0.94,-0.189,0.12719424460431655
120,2,0.5,5,3.0,0.3,10,0.708,27.64,-40.8,0.053,2.11,-64.5,0.35,13.8,39.5,-64.5,2.0,0.6549999999999999,0.053,0.21395348837209305
120,2,0.5,5,3.0,0.3,20,0.847,36.61,-34.3,0.68,36.79,-51.2,0.743,36.71,49.4,-51.2,17.8,0.16699999999999993,0.68,0.7169921874999999
120,2,0.5,5,3.0,0.3,40,0.898,37.9,-34.9,0.042,1.68,-72.1,0.447,18.27,40.9,-72.1,3.1,0.856,0.042,0.25339805825242717
120,2,0.5,5,4.0,0.15,10,-0.199,-5.28,-53.6,-0.276,-7.36,-66.1,-0.241,-6.41,26.6,-68.4,0.3,0.07700000000000001,-0.276,-0.09371345029239765
120,2,0.5,5,4.0,0.15,20,-0.591,-13.76,-59.6,0.355,8.3,-55.7,-0.077,-1.81,23.4,-61.2,0.6,0.946,-0.591,-0.02957516339869281
120,2,0.5,5,4.0,0.15,40,-0.191,-4.49,-36.6,0.491,15.97,-52.9,0.23,6.6,28.7,-52.9,1.3,0.6819999999999999,-0.191,0.12476370510396975
120,2,0.5,5,4.0,0.2,10,-0.799,-16.44,-63.3,0.032,0.93,-69.0,-0.275,-7.03,25.5,-70.1,0.3,0.8310000000000001,-0.799,-0.10028530670470757
120,2,0.5,5,4.0,0.2,20,-0.45,-11.31,-55.1,-0.197,-5.38,-47.7,-0.308,-8.09,26.3,-74.7,0.3,0.253,-0.45,-0.10829986613119143
120,2,0.5,5,4.0,0.2,40,-0.522,-10.96,-53.2,0.306,10.44,-59.4,0.022,0.63,28.9,-59.4,0.7,0.8280000000000001,-0.522,0.010606060606060607
120,2,0.5,5,4.0,0.25,10,-0.307,-10.88,-63.6,0.141,4.53,-73.0,-0.075,-2.53,33.6,-73.0,0.4,0.44799999999999995,-0.307,-0.03465753424657534
120,2,0.5,5,4.0,0.25,20,0.247,10.2,-57.6,0.483,19.54,-49.7,0.374,15.26,40.9,-59.0,2.0,0.236,0.247,0.25864406779661014
120,2,0.5,5,4.0,0.25,40,0.238,9.96,-60.5,0.094,2.94,-75.2,0.169,6.16,36.5,-75.2,0.9,0.144,0.094,0.08191489361702127
120,2,0.5,5,4.0,0.3,10,-0.144,-4.91,-53.5,-0.16,-6.33,-81.3,-0.153,-5.68,37.2,-81.3,0.2,0.016000000000000014,-0.16,-0.06986469864698647
120,2,0.5,5,4.0,0.3,20,0.766,32.9,-42.3,0.591,32.87,-57.0,0.655,32.88,50.2,-57.0,10.2,0.17500000000000004,0.591,0.5768421052631579
120,2,0.5,5,4.0,0.3,40,0.438,16.77,-49.3,-0.152,-5.59,-77.1,0.124,4.65,37.4,-77.5,0.8,0.59,-0.152,0.060000000000000005
120,2,0.5,5,5.0,0.15,10,-0.512,-13.86,-61.5,0.095,2.54,-51.0,-0.185,-4.97,26.8,-63.8,0.4,0.607,-0.512,-0.07789968652037617
120,2,0.5,5,5.0,0.15,20,-0.538,-13.99,-61.2,0.539,17.33,-48.2,0.101,2.99,29.5,-62.6,0.9,1.077,-0.538,0.04776357827476039
120,2,0.5,5,5.0,0.15,40,-0.63,-14.23,-59.8,0.397,14.48,-61.1,0.043,1.33,30.9,-61.3,0.7,1.0270000000000001,-0.63,0.02169657422512235
120,2,0.5,5,5.0,0.2,10,-0.733,-17.54,-67.0,0.198,7.08,-74.6,-0.136,-4.19,30.9,-74.6,0.3,0.931,-0.733,-0.0561662198391421
120,2,0.5,5,5.0,0.2,20,-0.555,-16.19,-67.7,0.191,6.06,-69.9,-0.135,-4.13,30.6,-70.0,0.4,0.746,-0.555,-0.059
120,2,0.5,5,5.0,0.2,40,-0.151,-4.37,-46.3,-0.158,-5.39,-50.6,-0.155,-4.92,31.8,-69.1,0.3,0.007000000000000006,-0.158,-0.07120115774240232
120,2,0.5,5,5.0,0.25,10,-0.856,-21.32,-73.3,0.118,4.3,-76.9,-0.234,-7.43,31.7,-77.0,0.2,0.974,-0.856,-0.09649350649350649
120,2,0.5,5,5.0,0.25,20,-0.448,-14.07,-65.7,-0.022,-0.85,-55.1,-0.195,-6.91,35.4,-82.2,0.2,0.426,-0.448,-0.0840632603406326
120,2,0.5,5,5.0,0.25,40,-0.455,-12.37,-62.0,0.214,8.86,-71.4,-0.024,-0.87,35.6,-71.4,0.4,0.669,-0.455,-0.01218487394957983
120,2,0.5,5,5.0,0.3,10,-0.876,-23.94,-79.0,-0.353,-12.21,-80.1,-0.558,-17.58,31.5,-93.1,0.1,0.523,-0.876,-0.18882921589688506
120,2,0.5,5,5.0,0.3,20,-0.525,-16.7,-70.6,-0.369,-13.71,-75.8,-0.433,-15.08,34.8,-91.9,0.1,0.15600000000000003,-0.525,-0.16409140369967354
120,2,0.5,5,5.0,0.3,40,0.189,9.64,-70.8,0.101,3.8,-82.8,0.146,6.47,44.2,-82.8,0.6,0.088,0.101,0.07814009661835748
120,2,0.5,10,2.0,0.15,10,-0.001,-0.02,-25.0,0.17,3.53,-40.2,0.101,1.91,18.8,-40.2,1.0,0.171,-0.001,0.04751243781094527
120,2,0.5,10,2.0,0.15,20,0.564,11.58,-25.5,0.403,9.7,-39.5,0.469,10.56,22.5,-39.5,2.5,0.16099999999999992,0.403,0.26734177215189875
120,2,0.5,10,2.0,0.15,40,0.428,8.72,-28.9,0.262,5.32,-39.8,0.339,6.88,20.3,-39.8,1.7,0.16599999999999998,0.262,0.17286432160804022
120,2,0.5,10,2.0,0.2,10,0.822,22.42,-27.1,0.153,4.13,-47.7,0.462,12.51,27.1,-47.7,2.8,0.6689999999999999,0.153,0.2622641509433962
120,2,0.5,10,2.0,0.2,20,0.852,24.73,-22.3,0.522,18.04,-47.4,0.657,21.1,32.1,-47.4,6.4,0.32999999999999996,0.522,0.4451476793248946
120,2,0.5,10,2.0,0.2,40,0.669,18.09,-26.5,0.122,2.98,-50.2,0.387,9.9,25.6,-50.2,2.1,0.547,0.122,0.19721115537848605
120,2,0.5,10,2.0,0.25,10,0.801,26.24,-30.2,0.144,4.37,-52.0,0.457,14.39,31.5,-52.0,2.9,0.657,0.144,0.2767307692307692
120,2,0.5,10,2.0,0.25,20,0.848,28.53,-30.7,0.499,18.9,-53.6,0.648,23.31,36.0,-53.6,7.1,0.349,0.499,0.4348880597014925
120,2,0.5,10,2.0,0.25,40,0.923,31.42,-30.1,0.054,1.47,-54.2,0.496,15.19,30.6,-54.2,3.3,0.869,0.054,0.2802583025830258
120,2,0.5,10,2.0,0.3,10,0.653,24.34,-39.2,0.456,17.61,-52.3,0.544,20.69,38.0,-52.3,4.7,0.197,0.456,0.39560229445506695
120,2,0.5,10,2.0,0.3,20,0.737,27.56,-41.1,0.539,22.1,-52.6,0.624,24.6,39.4,-52.6,7.1,0.19799999999999995,0.539,0.467680608365019
120,2,0.5,10,2.0,0.3,40,0.889,34.04,-38.9,0.452,16.9,-51.1,0.655,24.75,37.8,-51.1,7.6,0.437,0.452,0.4843444227005871
120,2,0.5,10,2.5,0.15,10,0.083,1.59,-22.1,0.181,3.67,-49.2,0.137,2.72,19.8,-49.2,1.1,0.09799999999999999,0.083,0.055284552845528454
120,2,0.5,10,2.5,0.15,20,0.379,8.27,-24.4,0.257,5.55,-46.1,0.313,6.8,21.7,-46.1,1.7,0.122,0.257,0.1475054229934924
120,2,0.5,10,2.5,0.15,40,0.509,11.5,-25.0,0.18,3.67,-48.0,0.339,7.26,21.4,-48.0,1.8,0.329,0.18,0.15125
120,2,0.5,10,2.5,0.2,10,0.418,10.35,-31.7,0.112,3.12,-51.5,0.243,6.43,26.5,-51.5,1.4,0.306,0.112,0.12485436893203883
120,2,0.5,10,2.5,0.2,20,0.696,19.84,-27.8,0.366,12.09,-57.8,0.504,15.64,31.0,-57.8,3.5,0.32999999999999996,0.366,0.2705882352941177
120,2,0.5,10,2.5,0.2,40,0.48,12.44,-33.5,0.169,4.41,-50.3,0.31,8.09,26.0,-50.3,1.7,0.31099999999999994,0.169,0.16083499005964216
120,2,0.5,10,2.5,0.25,10,0.821,27.99,-32.8,0.148,4.96,-56.7,0.458,15.51,33.8,-56.7,3.1,0.6729999999999999,0.148,0.27354497354497354
120,2,0.5,10,2.5,0.25,20,0.846,30.71,-28.3,0.511,21.97,-59.7,0.648,25.98,40.1,-59.7,8.2,0.33499999999999996,0.511,0.43517587939698493
120,2,0.5,10,2.5,0.25,40,0.733,25.24,-31.1,0.112,3.39,-59.0,0.415,13.4,32.3,-59.0,2.6,0.621,0.112,0.2271186440677966
120,2,0.5,10,2.5,0.3,10,0.806,32.02,-36.1,0.126,4.65,-61.1,0.449,17.19,38.3,-61.1,3.1,0.68,0.126,0.281342062193126
120,2,0.5,10,2.5,0.3,20,0.847,34.71,-36.6,0.511,23.72,-64.1,0.654,28.75,44.0,-64.1,9.4,0.33599999999999997,0.511,0.44851794071762874
120,2,0.5,10,2.5,0.3,40,0.915,37.99,-35.9,0.053,1.77,-62.4,0.492,18.36,37.3,-62.4,3.7,0.862,0.053,0.29423076923076924
120,2,0.5,10,3.0,0.15,10,-0.669,-11.15,-49.2,0.153,3.1,-58.6,-0.184,-3.43,18.7,-58.6,0.5,0.8220000000000001,-0.669,-0.058532423208191124
120,2,0.5,10,3.0,0.15,20,-0.689,-11.52,-50.2,0.3,6.62,-54.2,-0.085,-1.69,19.8,-54.2,0.7,0.9889999999999999,-0.689,-0.03118081180811808
120,2,0.5,10,3.0,0.15,40,-0.602,-10.67,-48.5,0.221,4.31,-55.4,-0.136,-2.55,18.7,-55.4,0.6,0.823,-0.602,-0.04602888086642599
120,2,0.5,10,3.0,0.2,10,0.095,2.88,-40.1,0.305,8.56,-54.9,0.205,5.96,29.1,-54.9,1.2,0.21,0.095,0.10856102003642988
120,2,0.5,10,3.0,0.2,20,0.381,12.48,-40.1,0.376,11.22,-48.2,0.378,11.8,31.2,-48.2,2.2,0.0050000000000000044,0.376,0.24481327800829875
120,2,0.5,10,3.0,0.2,40,0.378,12.76,-40.1,0.262,7.32,-53.5,0.319,9.81,30.7,-53.5,1.7,0.11599999999999999,0.262,0.18336448598130842
120,2,0.5,10,3.0,0.25,10,0.591,19.68,-37.7,0.097,3.4,-61.0,0.318,10.86,34.2,-61.0,1.8,0.494,0.097,0.1780327868852459
120,2,0.5,10,3.0,0.25,20,0.769,28.24,-30.4,0.431,19.26,-66.3,0.567,23.37,41.2,-66.3,5.7,0.338,0.431,0.35248868778280545
120,2,0.5,10,3.0,0.25,40,0.574,18.79,-35.6,0.095,3.04,-59.7,0.317,10.25,32.3,-59.7,1.8,0.479,0.095,0.17169179229480735
120,2,0.5,10,3.0,0.3,10,0.813,33.38,-38.2,0.14,5.62,-64.6,0.452,18.33,40.6,-64.6,3.1,0.6729999999999999,0.14,0.2837461300309598
120,2,0.5,10,3.0,0.3,20,0.836,36.52,-34.9,0.507,26.15,-69.8,0.643,30.9,48.1,-69.8,9.9,0.32899999999999996,0.507,0.44269340974212035
120,2,0.5,10,3.0,0.3,40,0.764,32.05,-35.6,0.102,3.7,-66.4,0.428,16.69,39.0,-66.4,2.8,0.662,0.102,0.25135542168674696
120,2,0.5,10,4.0,0.15,10,-0.593,-16.88,-69.5,0.624,17.83,-48.7,0.068,1.94,28.5,-70.4,0.7,1.217,-0.593,0.02755681818181818
120,2,0.5,10,4.0,0.15,20,-0.582,-16.45,-68.7,0.424,10.07,-52.4,-0.08,-2.07,25.9,-69.6,0.5,1.006,-0.582,-0.029741379310344828
120,2,0.5,10,4.0,0.15,40,-0.226,-7.33,-52.5,0.33,8.47,-58.4,0.043,1.24,29.0,-58.4,0.7,0.556,-0.226,0.021232876712328767
120,2,0.5,10,4.0,0.2,10,-0.77,-16.02,-62.5,0.132,3.52,-70.0,-0.224,-5.43,24.2,-70.0,0.4,0.902,-0.77,-0.07757142857142857
120,2,0.5,10,4.0,0.2,20,-0.697,-14.43,-61.3,0.146,4.86,-40.3,-0.14,-3.97,28.3,-72.2,0.4,0.843,-0.697,-0.05498614958448753
120,2,0.5,10,4.0,0.2,40,-0.498,-11.31,-52.9,0.155,4.09,-67.3,-0.12,-2.97,24.8,-67.3,0.5,0.653,-0.498,-0.04413075780089153
120,2,0.5,10,4.0,0.25,10,0.235,9.6,-53.4,0.305,10.92,-67.1,0.27,10.31,38.2,-67.1,1.3,0.07,0.235,0.1536512667660209
120,2,0.5,10,4.0,0.25,20,0.099,3.93,-53.4,0.34,12.5,-63.0,0.225,8.58,38.0,-63.0,1.1,0.24100000000000002,0.099,0.1361904761904762
120,2,0.5,10,4.0,0.25,40,0.388,17.06,-53.4,0.243,8.59,-67.7,0.315,12.47,39.6,-67.7,1.6,0.14500000000000002,0.243,0.1841949778434269
120,2,0.5,10,4.0,0.3,10,-0.001,-0.03,-44.6,0.096,4.0,-69.9,0.057,2.16,37.8,-69.9,0.5,0.097,-0.001,0.030901287553648068
120,2,0.5,10,4.0,0.3,20,0.723,30.82,-40.7,0.428,22.47,-75.2,0.546,26.29,48.2,-75.2,5.4,0.295,0.428,0.34960106382978723
120,2,0.5,10,4.0,0.3,40,0.419,17.12,-53.5,0.241,9.73,-67.7,0.323,13.11,40.6,-67.7,1.7,0.178,0.241,0.19364844903988182
120,2,0.5,10,5.0,0.15,10,-0.656,-17.13,-67.3,0.033,0.76,-54.3,-0.305,-7.44,24.4,-71.3,0.3,0.6890000000000001,-0.656,-0.10434782608695653
120,2,0.5,10,5.0,0.15,20,-0.421,-10.37,-59.8,0.403,27.21,-69.3,0.19,9.99,52.5,-69.3,0.8,0.8240000000000001,-0.421,0.14415584415584418
120,2,0.5,10,5.0,0.15,40,-0.588,-20.33,-79.0,0.235,6.26,-63.8,-0.194,-5.92,30.5,-80.1,0.3,0.823,-0.588,-0.0739076154806492
120,2,0.5,10,5.0,0.2,10,-0.648,-17.6,-68.9,0.454,16.1,-65.1,0.021,0.66,32.0,-70.2,0.6,1.102,-0.648,0.009401709401709401
120,2,0.5,10,5.0,0.2,20,-0.645,-17.07,-67.6,0.432,13.09,-62.6,-0.025,-0.72,28.6,-68.9,0.6,1.077,-0.645,-0.010449927431059505
120,2,0.5,10,5.0,0.2,40,-0.156,-5.22,-46.9,0.175,6.29,-78.2,0.029,1.02,34.8,-78.2,0.5,0.33099999999999996,-0.156,0.013043478260869565
120,2,0.5,10,5.0,0.25,10,-0.806,-21.01,-73.4,0.123,4.19,-78.3,-0.239,-7.35,30.7,-78.3,0.2,0.929,-0.806,-0.09386973180076628
120,2,0.5,10,5.0,0.25,20,-0.667,-17.33,-71.8,0.155,6.6,-47.5,-0.121,-4.36,36.0,-80.0,0.3,0.8220000000000001,-0.667,-0.05450000000000001
120,2,0.5,10,5.0,0.25,40,-0.419,-11.98,-58.8,0.091,3.04,-76.3,-0.122,-3.84,31.4,-76.3,0.4,0.51,-0.419,-0.05032765399737877
120,2,0.5,10,5.0,0.3,10,-0.47,-14.41,-65.9,0.097,4.11,-76.3,-0.117,-4.37,37.5,-76.7,0.3,0.567,-0.47,-0.05697522816166884
120,2,0.5,10,5.0,0.3,20,0.263,13.4,-66.8,0.245,10.44,-77.1,0.253,11.79,46.6,-77.1,0.9,0.018000000000000016,0.245,0.1529182879377432
120,2,0.5,10,5.0,0.3,40,0.446,24.31,-66.8,0.236,10.14,-77.8,0.342,16.63,48.6,-77.8,1.4,0.21000000000000002,0.236,0.21375321336760925
120,2,1.0,5,2.0,0.15,10,0.176,2.9,-24.5,-0.129,-2.56,-50.6,-0.003,-0.06,18.4,-50.6,0.8,0.305,-0.129,-0.0011857707509881422
120,2,1.0,5,2.0,0.15,20,0.656,13.49,-23.3,0.52,13.45,-28.9,0.571,13.47,23.6,-31.5,3.4,0.136,0.52,0.4276190476190476
120,2,1.0,5,2.0,0.15,40,0.502,9.98,-24.5,-0.161,-3.03,-48.1,0.152,2.93,19.3,-48.1,1.1,0.663,-0.161,0.06091476091476092
120,2,1.0,5,2.0,0.2,10,0.851,22.71,-27.8,0.064,1.71,-44.4,0.424,11.33,26.7,-44.4,2.4,0.7869999999999999,0.064,0.2551801801801802
120,2,1.0,5,2.0,0.2,20,0.905,26.26,-21.9,0.677,24.31,-35.1,0.765,25.2,32.9,-35.1,10.0,0.22799999999999998,0.677,0.717948717948718
120,2,1.0,5,2.0,0.2,40,0.933,26.11,-24.2,0.086,2.28,-52.3,0.485,13.19,27.2,-52.3,3.0,0.8470000000000001,0.086,0.25219885277246656
120,2,1.0,5,2.0,0.25,10,0.83,26.15,-30.8,0.125,3.71,-49.7,0.458,13.99,30.6,-49.7,2.9,0.705,0.125,0.28148893360160965
120,2,1.0,5,2.0,0.25,20,0.903,29.76,-31.0,0.098,2.92,-54.4,0.485,15.22,31.4,-54.4,3.2,0.805,0.098,0.2797794117647059
120,2,1.0,5,2.0,0.25,40,1.012,33.47,-30.7,0.142,4.35,-58.4,0.557,17.69,31.7,-58.4,4.3,0.87,0.142,0.30291095890410963
120,2,1.0,5,2.0,0.3,10,0.833,30.05,-39.6,0.493,18.72,-49.4,0.644,23.91,37.1,-49.4,7.1,0.33999999999999997,0.493,0.4840080971659919
120,2,1.0,5,2.0,0.3,20,0.8,28.72,-40.8,0.535,21.96,-46.9,0.646,25.06,38.8,-48.2,7.6,0.265,0.535,0.5199170124481327
120,2,1.0,5,2.0,0.3,40,0.952,34.41,-39.4,0.505,19.34,-46.4,0.703,26.24,37.3,-47.7,9.2,0.44699999999999995,0.505,0.550104821802935
120,2,1.0,5,2.5,0.15,10,0.118,2.18,-22.8,-0.006,-0.11,-48.1,0.051,0.94,18.4,-48.1,0.9,0.124,-0.006,0.01954261954261954
120,2,1.0,5,2.5,0.15,20,0.161,3.03,-24.0,0.014,0.29,-49.4,0.079,1.54,19.5,-49.4,1.0,0.147,0.014,0.031174089068825912
120,2,1.0,5,2.5,0.15,40,0.553,12.52,-19.8,0.171,3.59,-47.0,0.353,7.68,21.8,-47.0,1.8,0.382,0.171,0.16340425531914893
120,2,1.0,5,2.5,0.2,10,0.174,4.28,-37.3,-0.099,-2.69,-59.6,0.019,0.51,26.0,-59.6,0.7,0.273,-0.099,0.008557046979865772
120,2,1.0,5,2.5,0.2,20,0.77,22.26,-27.3,0.606,21.55,-38.7,0.67,21.88,32.7,-38.7,6.7,0.16400000000000003,0.606,0.5653746770025839
120,2,1.0,5,2.5,0.2,40,0.533,13.55,-32.2,-0.184,-4.54,-60.4,0.15,3.75,25.0,-60.4,1.1,0.7170000000000001,-0.184,0.06208609271523179
120,2,1.0,5,2.5,0.25,10,0.84,27.95,-33.4,0.055,1.84,-55.5,0.415,13.8,33.3,-55.5,2.6,0.7849999999999999,0.055,0.24864864864864866
120,2,1.0,5,2.5,0.25,20,0.895,32.49,-28.0,0.673,30.31,-43.2,0.759,31.31,41.2,-43.2,14.4,0.22199999999999998,0.673,0.7247685185185184
120,2,1.0,5,2.5,0.25,40,0.935,32.87,-29.7,0.083,2.76,-62.3,0.485,16.55,34.1,-62.3,3.4,0.8520000000000001,0.083,0.26565008025682185
120,2,1.0,5,2.5,0.3,10,0.823,31.55,-36.8,0.099,3.59,-59.4,0.441,16.4,37.2,-59.4,2.9,0.724,0.099,0.27609427609427606
120,2,1.0,5,2.5,0.3,20,0.9,36.24,-37.0,0.111,4.07,-63.3,0.491,18.81,38.3,-63.3,3.7,0.789,0.111,0.2971563981042654
120,2,1.0,5,2.5,0.3,40,1.008,40.79,-36.6,0.145,5.42,-67.2,0.556,21.62,38.9,-67.2,5.0,0.863,0.145,0.3217261904761905
120,2,1.0,5,3.0,0.15,10,-0.654,-10.9,-49.2,-0.465,-8.99,-51.5,-0.543,-9.86,18.2,-74.0,0.3,0.189,-0.654,-0.13324324324324324
120,2,1.0,5,3.0,0.15,20,-0.458,-8.52,-43.0,-0.13,-2.46,-53.0,-0.279,-5.24,18.8,-55.8,0.4,0.328,-0.458,-0.09390681003584231
120,2,1.0,5,3.0,0.15,40,-0.624,-9.45,-43.6,0.422,11.15,-42.8,0.078,1.71,22.0,-49.6,0.9,1.046,-0.624,0.034475806451612905
120,2,1.0,5,3.0,0.2,10,0.132,2.99,-35.6,-0.121,-2.97,-64.8,-0.01,-0.24,23.6,-64.8,0.7,0.253,-0.121,-0.003703703703703704
120,2,1.0,5,3.0,0.2,20,0.058,1.65,-50.3,0.462,14.5,-42.7,0.286,8.62,30.1,-51.5,1.6,0.404,0.058,0.167378640776699
120,2,1.0,5,3.0,0.2,40,0.447,12.19,-36.2,-0.059,-1.48,-62.2,0.183,4.78,26.1,-62.2,1.2,0.506,-0.059,0.07684887459807074
120,2,1.0,5,3.0,0.25,10,0.465,15.0,-39.0,-0.075,-2.53,-67.9,0.166,5.5,33.2,-67.9,1.0,0.54,-0.075,0.08100147275405006
120,2,1.0,5,3.0,0.25,20,0.79,29.18,-30.7,0.687,32.53,-46.3,0.722,31.0,42.9,-46.3,12.7,0.10299999999999998,0.687,0.6695464362850972
120,2,1.0,5,3.0,0.25,40,0.803,28.28,-31.8,-0.187,-5.71,-69.8,0.301,9.86,32.8,-69.8,1.7,0.99,-0.187,0.14126074498567334
120,2,1.0,5,3.0,0.3,10,0.824,32.91,-38.8,0.033,1.32,-66.0,0.397,15.79,39.8,-66.0,2.4,0.7909999999999999,0.033,0.23924242424242423
120,2,1.0,5,3.0,0.3,20,0.885,38.56,-34.3,0.68,36.76,-51.2,0.759,37.59,49.6,-51.2,19.6,0.20499999999999996,0.68,0.7341796875000001
120,2,1.0,5,3.0,0.3,40,0.937,39.83,-34.9,0.061,2.43,-71.7,0.476,19.56,41.1,-71.7,3.5,0.8760000000000001,0.061,0.2728033472803347
120,2,1.0,5,4.0,0.15,10,-0.199,-5.28,-53.6,-0.182,-5.17,-62.5,-0.189,-5.22,27.6,-65.0,0.4,0.017000000000000015,-0.199,-0.0803076923076923
120,2,1.0,5,4.0,0.15,20,-0.592,-13.79,-59.6,0.347,8.1,-56.4,-0.083,-1.93,23.3,-61.2,0.6,0.939,-0.592,-0.0315359477124183
