lb,tn,cap,rb,ov,dd_f,nw,IS_SR,IS_Ret,IS_MDD,OOS_SR,OOS_Ret,OOS_MDD,FULL_SR,FULL_Ret,FULL_Vol,FULL_MDD,NAVx,SR_gap,min_sr,calmar
60,2,1.0,5,3.0,0.2,10,-0.42,-9.19,-47.1,-0.912,-15.44,-65.6,-0.65,-12.58,19.3,-81.5,0.2,0.49200000000000005,-0.912,-0.1543558282208589
60,2,1.0,5,3.0,0.2,20,-0.263,-6.14,-41.4,-0.764,-15.09,-66.5,-0.511,-10.99,21.5,-79.1,0.2,0.501,-0.764,-0.13893805309734514
60,2,1.0,5,3.0,0.2,40,0.359,11.28,-41.3,-0.41,-9.78,-59.9,-0.005,-0.13,27.6,-64.9,0.6,0.7689999999999999,-0.41,-0.002003081664098613
60,2,1.0,5,3.0,0.25,10,-0.076,-2.31,-47.3,-0.587,-17.25,-75.2,-0.349,-10.41,29.8,-84.5,0.2,0.511,-0.587,-0.12319526627218935
60,2,1.0,5,3.0,0.25,20,0.142,5.27,-46.1,-0.36,-9.55,-69.0,-0.087,-2.76,31.8,-70.5,0.4,0.502,-0.36,-0.03914893617021276
60,2,1.0,5,3.0,0.25,40,0.007,0.26,-51.3,-0.319,-8.68,-67.6,-0.142,-4.59,32.3,-72.5,0.3,0.326,-0.319,-0.0633103448275862
60,2,1.0,5,3.0,0.3,10,0.384,16.95,-46.3,-0.053,-2.06,-72.3,0.16,6.65,41.6,-72.3,0.7,0.437,-0.053,0.09197786998616875
60,2,1.0,5,3.0,0.3,20,0.538,27.21,-50.4,-0.392,-14.31,-82.7,0.108,4.71,43.5,-84.8,0.5,0.93,-0.392,0.05554245283018868
60,2,1.0,5,3.0,0.3,40,0.392,17.77,-50.6,-0.473,-16.4,-84.3,-0.019,-0.75,40.0,-86.1,0.3,0.865,-0.473,-0.008710801393728224
60,2,1.0,5,4.0,0.15,10,-0.645,-13.03,-56.1,-0.313,-7.05,-56.6,-0.455,-9.79,21.5,-76.2,0.2,0.332,-0.645,-0.1284776902887139
60,2,1.0,5,4.0,0.15,20,-0.505,-11.86,-55.3,-0.352,-7.31,-56.6,-0.426,-9.4,22.1,-75.9,0.2,0.15300000000000002,-0.505,-0.12384716732542819
60,2,1.0,5,4.0,0.15,40,-0.276,-6.21,-42.8,-0.357,-8.33,-56.7,-0.321,-7.36,23.0,-71.7,0.3,0.08099999999999996,-0.357,-0.10264993026499303
60,2,1.0,5,4.0,0.2,10,-0.823,-16.73,-63.6,0.082,2.54,-42.7,-0.236,-6.29,26.7,-76.5,0.3,0.9049999999999999,-0.823,-0.08222222222222222
60,2,1.0,5,4.0,0.2,20,-0.544,-14.16,-61.9,-0.59,-13.11,-66.3,-0.565,-13.59,24.0,-85.7,0.1,0.04599999999999993,-0.59,-0.1585764294049008
60,2,1.0,5,4.0,0.2,40,-0.569,-13.47,-58.7,-0.276,-7.34,-56.0,-0.402,-10.15,25.3,-81.7,0.2,0.2929999999999999,-0.569,-0.12423500611995104
60,2,1.0,5,4.0,0.25,10,-0.687,-18.6,-70.7,0.087,3.95,-80.0,-0.167,-6.38,38.3,-82.1,0.2,0.774,-0.687,-0.07771010962241169
60,2,1.0,5,4.0,0.25,20,-0.448,-12.42,-59.1,-0.314,-12.32,-82.3,-0.359,-12.37,34.5,-89.2,0.1,0.134,-0.448,-0.13867713004484303
60,2,1.0,5,4.0,0.25,40,0.333,13.59,-50.3,-0.371,-11.59,-69.3,-0.001,-0.05,35.9,-75.4,0.5,0.704,-0.371,-0.000663129973474801
60,2,1.0,5,4.0,0.3,10,-0.237,-7.95,-56.4,-0.508,-15.53,-72.5,-0.377,-12.06,31.9,-86.8,0.1,0.271,-0.508,-0.13894009216589862
60,2,1.0,5,4.0,0.3,20,-0.116,-4.38,-56.1,-0.741,-20.56,-79.0,-0.401,-13.15,32.8,-88.8,0.1,0.625,-0.741,-0.1480855855855856
60,2,1.0,5,4.0,0.3,40,-0.188,-6.94,-64.5,-0.314,-10.42,-70.4,-0.253,-8.82,34.9,-83.0,0.2,0.126,-0.314,-0.10626506024096385
60,2,1.0,5,5.0,0.15,10,-0.519,-14.31,-64.8,0.089,2.62,-51.8,-0.18,-5.13,28.6,-72.5,0.3,0.608,-0.519,-0.07075862068965517
60,2,1.0,5,5.0,0.15,20,-0.369,-9.29,-56.2,0.528,16.49,-36.4,0.164,4.68,28.6,-56.2,1.1,0.897,-0.369,0.08327402135231315
60,2,1.0,5,5.0,0.15,40,-0.474,-11.33,-59.0,-0.338,-6.98,-45.1,-0.404,-8.98,22.2,-77.1,0.3,0.13599999999999995,-0.474,-0.1164721141374838
60,2,1.0,5,5.0,0.2,10,-0.646,-15.85,-64.1,-0.081,-2.86,-56.3,-0.286,-8.81,30.8,-80.1,0.2,0.5650000000000001,-0.646,-0.10998751560549315
60,2,1.0,5,5.0,0.2,20,-0.513,-15.25,-66.0,-0.534,-12.92,-64.6,-0.521,-13.99,26.9,-87.8,0.1,0.02100000000000002,-0.534,-0.15933940774487473
60,2,1.0,5,5.0,0.2,40,-0.33,-9.53,-53.9,-0.404,-13.94,-79.1,-0.372,-11.92,32.1,-90.1,0.1,0.07400000000000001,-0.404,-0.13229744728079912
60,2,1.0,5,5.0,0.25,10,-0.88,-22.09,-74.4,-0.032,-1.2,-53.0,-0.335,-10.77,32.1,-86.1,0.2,0.848,-0.88,-0.1250871080139373
60,2,1.0,5,5.0,0.25,20,-0.615,-18.14,-70.6,-0.195,-8.03,-86.0,-0.349,-12.66,36.3,-95.7,0.1,0.42,-0.615,-0.1322884012539185
60,2,1.0,5,5.0,0.25,40,-0.573,-16.81,-68.9,-0.675,-25.83,-90.3,-0.63,-21.7,34.5,-96.7,0.0,0.10200000000000009,-0.675,-0.22440537745604963
60,2,1.0,5,5.0,0.3,10,-0.71,-23.59,-80.1,0.096,5.37,-88.4,-0.168,-7.89,47.1,-91.8,0.1,0.8059999999999999,-0.71,-0.08594771241830065
60,2,1.0,5,5.0,0.3,20,-0.473,-16.11,-70.4,-0.104,-4.7,-87.3,-0.245,-9.93,40.5,-94.0,0.1,0.369,-0.473,-0.10563829787234043
60,2,1.0,5,5.0,0.3,40,0.31,15.58,-59.0,-0.387,-14.81,-78.0,-0.02,-0.89,44.2,-85.0,0.3,0.6970000000000001,-0.387,-0.010470588235294117
60,2,1.0,10,2.0,0.15,10,-0.094,-1.69,-32.9,-0.251,-4.75,-48.3,-0.182,-3.35,18.4,-48.3,0.6,0.157,-0.251,-0.06935817805383024
60,2,1.0,10,2.0,0.15,20,-0.077,-1.45,-31.5,-0.182,-3.55,-46.5,-0.134,-2.59,19.3,-55.3,0.6,0.105,-0.182,-0.04683544303797468
60,2,1.0,10,2.0,0.15,40,-0.403,-6.42,-34.3,-0.42,-7.71,-45.1,-0.412,-7.12,17.3,-63.6,0.4,0.01699999999999996,-0.42,-0.1119496855345912
60,2,1.0,10,2.0,0.2,10,0.301,7.93,-33.4,-0.347,-7.31,-52.1,-0.014,-0.33,23.6,-65.8,0.7,0.6479999999999999,-0.347,-0.005015197568389058
60,2,1.0,10,2.0,0.2,20,0.177,5.28,-34.3,-0.396,-8.8,-62.1,-0.091,-2.35,25.9,-68.4,0.5,0.573,-0.396,-0.03435672514619883
60,2,1.0,10,2.0,0.2,40,-0.024,-0.58,-33.7,-0.054,-1.37,-54.6,-0.041,-1.01,24.7,-54.6,0.6,0.03,-0.054,-0.0184981684981685
60,2,1.0,10,2.0,0.25,10,0.338,9.85,-40.6,-0.555,-13.37,-64.4,-0.103,-2.73,26.5,-77.4,0.5,0.893,-0.555,-0.03527131782945736
60,2,1.0,10,2.0,0.25,20,0.375,12.57,-41.0,-0.451,-12.6,-72.3,-0.035,-1.07,30.6,-75.4,0.5,0.8260000000000001,-0.451,-0.014190981432360743
60,2,1.0,10,2.0,0.25,40,0.251,7.14,-41.1,-0.008,-0.23,-61.5,0.106,3.15,29.6,-61.5,0.9,0.259,-0.008,0.05121951219512195
60,2,1.0,10,2.0,0.3,10,0.317,10.06,-46.5,-0.032,-1.18,-54.5,0.115,3.97,34.4,-66.8,0.8,0.349,-0.032,0.0594311377245509
60,2,1.0,10,2.0,0.3,20,0.4,14.36,-46.5,0.128,4.94,-64.8,0.248,9.26,37.3,-64.8,1.3,0.272,0.128,0.14290123456790124
60,2,1.0,10,2.0,0.3,40,0.25,7.93,-45.7,0.007,0.25,-66.9,0.111,3.77,33.9,-66.9,0.8,0.243,0.007,0.05635276532137518
60,2,1.0,10,2.5,0.15,10,-0.49,-9.43,-50.2,-0.291,-6.37,-54.0,-0.375,-7.77,20.7,-68.9,0.3,0.199,-0.49,-0.11277213352685049
60,2,1.0,10,2.5,0.15,20,-0.334,-6.72,-38.7,-0.239,-4.17,-42.8,-0.285,-5.34,18.7,-59.5,0.4,0.09500000000000003,-0.334,-0.08974789915966386
60,2,1.0,10,2.5,0.15,40,-0.181,-3.74,-36.7,-0.421,-6.81,-48.6,-0.295,-5.41,18.3,-57.2,0.4,0.24,-0.421,-0.09458041958041957
60,2,1.0,10,2.5,0.2,10,-0.2,-4.68,-37.0,-0.366,-8.62,-57.4,-0.29,-6.82,23.5,-72.6,0.3,0.16599999999999998,-0.366,-0.09393939393939395
60,2,1.0,10,2.5,0.2,20,-0.139,-3.44,-37.7,-0.538,-11.8,-59.9,-0.343,-7.97,23.2,-74.2,0.3,0.399,-0.538,-0.10741239892183288
60,2,1.0,10,2.5,0.2,40,-0.414,-8.36,-43.3,-0.386,-8.92,-56.4,-0.397,-8.66,21.8,-75.0,0.3,0.02799999999999997,-0.414,-0.11546666666666666
60,2,1.0,10,2.5,0.25,10,0.301,9.87,-41.0,-0.407,-10.57,-64.1,-0.041,-1.2,29.3,-77.0,0.5,0.708,-0.407,-0.015584415584415584
60,2,1.0,10,2.5,0.25,20,0.187,6.99,-41.0,-0.414,-11.4,-72.0,-0.092,-2.98,32.4,-77.9,0.4,0.601,-0.414,-0.03825417201540436
60,2,1.0,10,2.5,0.25,40,-0.036,-1.08,-44.4,-0.04,-1.25,-64.3,-0.038,-1.17,30.9,-64.3,0.5,0.0040000000000000036,-0.04,-0.018195956454121306
60,2,1.0,10,2.5,0.3,10,0.331,11.79,-47.5,-0.578,-17.19,-74.6,-0.12,-3.91,32.6,-85.7,0.3,0.909,-0.578,-0.0456242707117853
60,2,1.0,10,2.5,0.3,20,0.357,14.67,-47.9,-0.477,-15.77,-80.6,-0.049,-1.82,37.0,-83.9,0.4,0.834,-0.477,-0.02169249106078665
60,2,1.0,10,2.5,0.3,40,0.24,8.34,-48.1,-0.007,-0.26,-69.6,0.102,3.68,36.0,-69.6,0.7,0.247,-0.007,0.05287356321839081
60,2,1.0,10,3.0,0.15,10,-0.648,-12.91,-55.5,-0.257,-4.85,-55.4,-0.441,-8.55,19.4,-72.0,0.3,0.391,-0.648,-0.11875000000000001
60,2,1.0,10,3.0,0.15,20,-0.499,-11.36,-53.4,-0.064,-1.32,-50.6,-0.275,-5.92,21.5,-67.5,0.4,0.435,-0.499,-0.0877037037037037
60,2,1.0,10,3.0,0.15,40,-0.473,-9.98,-48.7,-0.095,-1.9,-51.0,-0.272,-5.6,20.6,-65.0,0.4,0.378,-0.473,-0.08615384615384615
60,2,1.0,10,3.0,0.2,10,-0.273,-6.79,-46.1,-0.408,-9.37,-53.6,-0.343,-8.19,23.9,-72.8,0.3,0.13499999999999995,-0.408,-0.1125
60,2,1.0,10,3.0,0.2,20,-0.204,-5.31,-44.1,-0.888,-18.15,-72.3,-0.53,-12.27,23.2,-82.8,0.2,0.684,-0.888,-0.14818840579710144
60,2,1.0,10,3.0,0.2,40,-0.064,-1.64,-45.1,-0.766,-14.64,-64.8,-0.387,-8.69,22.4,-73.4,0.3,0.702,-0.766,-0.11839237057220707
60,2,1.0,10,3.0,0.25,10,0.021,0.68,-46.7,-0.449,-12.38,-69.0,-0.213,-6.4,30.0,-80.2,0.3,0.47000000000000003,-0.449,-0.0798004987531172
60,2,1.0,10,3.0,0.25,20,-0.231,-7.5,-50.9,-0.493,-13.33,-75.3,-0.359,-10.66,29.7,-83.4,0.2,0.262,-0.493,-0.1278177458033573
60,2,1.0,10,3.0,0.25,40,-0.334,-9.51,-52.5,-0.169,-5.35,-64.9,-0.24,-7.25,30.3,-77.8,0.2,0.165,-0.334,-0.09318766066838047
60,2,1.0,10,3.0,0.3,10,0.296,11.6,-48.1,-0.465,-14.41,-74.3,-0.071,-2.49,35.0,-85.4,0.4,0.761,-0.465,-0.029156908665105386
60,2,1.0,10,3.0,0.3,20,0.141,6.25,-49.5,-0.415,-13.81,-79.7,-0.119,-4.62,38.7,-84.9,0.2,0.5559999999999999,-0.415,-0.05441696113074205
60,2,1.0,10,3.0,0.3,40,-0.062,-2.23,-51.3,-0.035,-1.31,-72.2,-0.047,-1.73,37.1,-72.2,0.4,0.026999999999999996,-0.062,-0.023961218836565094
60,2,1.0,10,4.0,0.15,10,-0.591,-18.65,-74.0,0.039,0.87,-52.5,-0.299,-8.07,27.0,-80.6,0.2,0.63,-0.591,-0.1001240694789082
60,2,1.0,10,4.0,0.15,20,-0.542,-18.58,-75.3,-0.085,-1.81,-56.4,-0.339,-9.49,28.0,-83.1,0.2,0.457,-0.542,-0.11419975932611312
60,2,1.0,10,4.0,0.15,40,-0.373,-11.68,-61.1,-0.128,-2.7,-59.7,-0.259,-6.82,26.3,-75.4,0.3,0.245,-0.373,-0.09045092838196286
60,2,1.0,10,4.0,0.2,10,-0.69,-17.41,-67.7,-0.266,-6.67,-65.8,-0.461,-11.59,25.2,-83.3,0.2,0.42399999999999993,-0.69,-0.13913565426170468
60,2,1.0,10,4.0,0.2,20,-0.5,-14.56,-64.8,-0.133,-3.59,-61.9,-0.308,-8.61,28.0,-81.2,0.2,0.367,-0.5,-0.10603448275862068
60,2,1.0,10,4.0,0.2,40,-0.431,-12.02,-58.7,-0.218,-5.53,-62.0,-0.32,-8.5,26.6,-77.4,0.2,0.213,-0.431,-0.10981912144702842
60,2,1.0,10,4.0,0.25,10,-0.233,-7.68,-69.7,-0.217,-8.01,-75.4,-0.223,-7.86,35.2,-82.0,0.2,0.016000000000000014,-0.233,-0.09585365853658537
60,2,1.0,10,4.0,0.25,20,-0.31,-9.98,-59.1,-0.257,-9.15,-72.2,-0.279,-9.53,34.1,-84.3,0.2,0.05299999999999999,-0.31,-0.11304863582443653
60,2,1.0,10,4.0,0.25,40,-0.144,-4.79,-56.5,-0.689,-16.82,-71.6,-0.392,-11.31,28.8,-84.2,0.2,0.5449999999999999,-0.689,-0.1343230403800475
60,2,1.0,10,4.0,0.3,10,-0.117,-4.29,-57.7,-0.382,-13.34,-72.4,-0.257,-9.2,35.8,-85.3,0.2,0.265,-0.382,-0.10785463071512309
60,2,1.0,10,4.0,0.3,20,-0.325,-11.81,-64.4,-0.65,-19.83,-81.5,-0.485,-16.16,33.3,-92.5,0.1,0.325,-0.65,-0.17470270270270272
60,2,1.0,10,4.0,0.3,40,-0.474,-15.28,-67.9,-0.277,-10.23,-73.8,-0.36,-12.54,34.9,-90.4,0.1,0.19699999999999995,-0.474,-0.13871681415929202
60,2,1.0,10,5.0,0.15,10,-0.579,-17.99,-71.8,-0.028,-0.64,-35.7,-0.32,-8.59,26.8,-81.7,0.2,0.5509999999999999,-0.579,-0.105140758873929
60,2,1.0,10,5.0,0.15,20,-0.477,-19.46,-82.3,0.021,0.55,-56.1,-0.257,-8.62,33.5,-86.5,0.1,0.498,-0.477,-0.09965317919075144
60,2,1.0,10,5.0,0.15,40,-0.56,-22.17,-84.2,-0.185,-4.14,-62.6,-0.394,-12.4,31.4,-89.7,0.1,0.37500000000000006,-0.56,-0.13823857302118173
60,2,1.0,10,5.0,0.2,10,-0.627,-20.09,-75.6,-0.021,-0.6,-64.2,-0.32,-9.53,29.8,-84.8,0.2,0.606,-0.627,-0.11238207547169811
60,2,1.0,10,5.0,0.2,20,-0.535,-19.53,-77.2,-0.084,-2.26,-68.4,-0.321,-10.17,31.7,-87.5,0.2,0.451,-0.535,-0.11622857142857143
60,2,1.0,10,5.0,0.2,40,-0.317,-10.63,-60.4,-0.064,-1.97,-65.6,-0.184,-5.94,32.2,-76.5,0.3,0.253,-0.317,-0.07764705882352942
60,2,1.0,10,5.0,0.25,10,-0.7,-22.17,-78.6,-0.376,-11.49,-71.8,-0.527,-16.39,31.1,-92.2,0.1,0.32399999999999995,-0.7,-0.17776572668112797
60,2,1.0,10,5.0,0.25,20,-0.5,-18.07,-75.5,-0.285,-9.27,-70.4,-0.389,-13.3,34.2,-91.7,0.1,0.21500000000000002,-0.5,-0.1450381679389313
60,2,1.0,10,5.0,0.25,40,-0.403,-13.95,-67.8,-0.334,-10.27,-73.1,-0.367,-11.96,32.6,-87.8,0.1,0.069,-0.403,-0.13621867881548977
60,2,1.0,10,5.0,0.3,10,-0.24,-9.77,-80.3,-0.239,-11.06,-85.8,-0.239,-10.47,43.8,-92.0,0.1,0.0010000000000000009,-0.24,-0.11380434782608696
60,2,1.0,10,5.0,0.3,20,-0.34,-13.48,-72.1,-0.433,-16.31,-84.1,-0.389,-15.01,38.6,-93.6,0.1,0.09299999999999997,-0.433,-0.16036324786324788
60,2,1.0,10,5.0,0.3,40,-0.211,-8.67,-66.7,-0.53,-16.76,-79.4,-0.36,-13.05,36.2,-90.9,0.1,0.31900000000000006,-0.53,-0.14356435643564355
60,3,0.5,5,2.0,0.15,10,0.003,0.05,-26.0,-0.484,-7.32,-42.1,-0.256,-3.94,15.4,-55.9,0.6,0.487,-0.484,-0.0704830053667263
60,3,0.5,5,2.0,0.15,20,0.045,0.82,-24.1,-0.328,-6.32,-54.9,-0.161,-3.05,18.9,-57.0,0.6,0.373,-0.328,-0.05350877192982456
60,3,0.5,5,2.0,0.15,40,0.247,4.97,-24.9,0.067,1.26,-41.6,0.152,2.96,19.4,-41.6,1.1,0.18,0.067,0.07115384615384615
60,3,0.5,5,2.0,0.2,10,0.243,5.77,-32.0,-0.141,-3.84,-55.0,0.022,0.56,25.7,-56.4,0.7,0.384,-0.141,0.009929078014184398
60,3,0.5,5,2.0,0.2,20,0.402,10.4,-29.3,-0.457,-10.47,-65.9,-0.038,-0.91,24.3,-65.9,0.6,0.859,-0.457,-0.013808801213960546
60,3,0.5,5,2.0,0.2,40,0.408,10.15,-29.1,-0.378,-8.55,-60.9,0.001,0.01,23.7,-60.9,0.7,0.786,-0.378,0.00016420361247947455
60,3,0.5,5,2.0,0.25,10,0.394,11.26,-37.4,-0.055,-1.76,-61.1,0.138,4.2,30.4,-61.1,0.9,0.449,-0.055,0.06873977086743044
60,3,0.5,5,2.0,0.25,20,0.496,14.52,-34.3,-0.27,-7.92,-66.6,0.08,2.36,29.3,-66.6,0.8,0.766,-0.27,0.03543543543543544
60,3,0.5,5,2.0,0.25,40,0.417,11.88,-33.5,-0.439,-11.68,-71.8,-0.032,-0.89,27.5,-71.8,0.6,0.856,-0.439,-0.012395543175487465
60,3,0.5,5,2.0,0.3,10,0.425,13.45,-42.3,-0.075,-2.59,-63.8,0.144,4.76,33.1,-65.7,0.9,0.5,-0.075,0.07245053272450531
60,3,0.5,5,2.0,0.3,20,0.503,16.12,-39.2,-0.18,-6.12,-64.2,0.123,4.07,33.1,-66.4,0.8,0.683,-0.18,0.061295180722891564
60,3,0.5,5,2.0,0.3,40,0.466,14.69,-38.9,-0.342,-10.66,-71.4,0.03,0.95,31.3,-73.1,0.6,0.808,-0.342,0.012995896032831737
60,3,0.5,5,2.5,0.15,10,-0.036,-0.61,-28.9,-0.365,-7.81,-57.6,-0.233,-4.51,19.4,-62.5,0.5,0.329,-0.365,-0.07216
60,3,0.5,5,2.5,0.15,20,0.221,4.47,-26.8,-0.439,-6.87,-54.6,-0.094,-1.68,17.9,-54.6,0.7,0.66,-0.439,-0.030769230769230767
60,3,0.5,5,2.5,0.15,40,-0.025,-0.48,-27.3,-0.315,-5.14,-49.6,-0.171,-3.01,17.6,-51.7,0.6,0.29,-0.315,-0.05822050290135396
60,3,0.5,5,2.5,0.2,10,0.015,0.32,-33.6,-0.413,-10.67,-59.8,-0.237,-5.64,23.8,-72.6,0.4,0.428,-0.413,-0.07768595041322314
60,3,0.5,5,2.5,0.2,20,0.158,4.07,-30.9,-0.298,-7.7,-64.5,-0.089,-2.31,25.8,-64.5,0.5,0.45599999999999996,-0.298,-0.035813953488372095
60,3,0.5,5,2.5,0.2,40,0.29,7.64,-31.5,0.183,4.67,-51.2,0.233,6.03,25.9,-51.2,1.4,0.10699999999999998,0.183,0.1177734375
60,3,0.5,5,2.5,0.25,10,0.238,7.08,-39.2,-0.149,-5.05,-65.8,0.016,0.5,32.1,-67.8,0.6,0.387,-0.149,0.007374631268436578
60,3,0.5,5,2.5,0.25,20,0.381,12.27,-36.1,-0.471,-13.59,-76.1,-0.057,-1.75,30.4,-76.1,0.5,0.852,-0.471,-0.02299605781865966
60,3,0.5,5,2.5,0.25,40,0.4,12.44,-35.4,-0.35,-9.97,-69.5,0.01,0.29,29.7,-69.5,0.6,0.75,-0.35,0.0041726618705035965
60,3,0.5,5,2.5,0.3,10,0.37,12.9,-44.4,-0.075,-2.91,-70.9,0.117,4.33,37.0,-70.9,0.7,0.445,-0.075,0.06107193229901269
60,3,0.5,5,2.5,0.3,20,0.472,16.9,-40.7,-0.303,-10.65,-76.8,0.055,1.97,35.5,-76.8,0.6,0.7749999999999999,-0.303,0.025651041666666666
60,3,0.5,5,2.5,0.3,40,0.406,14.12,-39.7,-0.46,-14.56,-79.9,-0.043,-1.42,33.1,-79.9,0.4,0.8660000000000001,-0.46,-0.017772215269086355
60,3,0.5,5,3.0,0.15,10,-0.126,-2.33,-29.6,-0.407,-6.76,-53.5,-0.271,-4.73,17.5,-57.9,0.5,0.28099999999999997,-0.407,-0.08169257340241796
60,3,0.5,5,3.0,0.15,20,0.182,4.26,-29.4,-0.426,-7.44,-59.2,-0.102,-2.08,20.4,-59.8,0.6,0.608,-0.426,-0.034782608695652174
60,3,0.5,5,3.0,0.15,40,-0.023,-0.52,-29.7,-0.41,-7.15,-58.5,-0.208,-4.11,19.7,-59.2,0.5,0.38699999999999996,-0.41,-0.06942567567567567
60,3,0.5,5,3.0,0.2,10,-0.092,-2.2,-42.6,-0.069,-1.9,-56.7,-0.079,-2.04,25.9,-65.6,0.5,0.022999999999999993,-0.092,-0.03109756097560976
60,3,0.5,5,3.0,0.2,20,0.014,0.35,-36.0,-0.287,-7.3,-64.7,-0.15,-3.8,25.3,-68.7,0.4,0.301,-0.287,-0.05531295487627365
60,3,0.5,5,3.0,0.2,40,-0.014,-0.34,-35.1,-0.212,-4.59,-53.5,-0.113,-2.64,23.3,-58.2,0.5,0.19799999999999998,-0.212,-0.04536082474226804
60,3,0.5,5,3.0,0.25,10,-0.032,-0.84,-40.7,-0.368,-11.84,-67.3,-0.231,-6.8,29.4,-80.2,0.3,0.33599999999999997,-0.368,-0.08478802992518703
60,3,0.5,5,3.0,0.25,20,0.193,6.29,-37.6,-0.336,-10.82,-74.6,-0.092,-2.98,32.4,-75.0,0.4,0.529,-0.336,-0.039733333333333336
60,3,0.5,5,3.0,0.25,40,0.312,10.16,-37.7,0.27,8.8,-58.9,0.289,9.42,32.6,-58.9,1.6,0.04199999999999998,0.27,0.1599320882852292
60,3,0.5,5,3.0,0.3,10,0.237,8.47,-46.0,-0.149,-6.07,-74.6,0.015,0.59,38.6,-77.0,0.4,0.386,-0.149,0.007662337662337662
60,3,0.5,5,3.0,0.3,20,0.358,13.79,-42.7,-0.472,-16.53,-83.7,-0.072,-2.64,36.7,-83.8,0.3,0.83,-0.472,-0.031503579952267304
60,3,0.5,5,3.0,0.3,40,0.393,14.71,-41.3,-0.362,-12.36,-78.0,0.001,0.04,35.7,-78.3,0.5,0.755,-0.362,0.0005108556832694764
60,3,0.5,5,4.0,0.15,10,-0.869,-13.69,-56.9,0.464,13.92,-35.0,0.052,1.27,24.5,-66.7,0.8,1.333,-0.869,0.019040479760119938
60,3,0.5,5,4.0,0.15,20,-1.058,-15.28,-58.2,0.11,3.11,-57.2,-0.232,-5.32,22.9,-70.0,0.4,1.1680000000000001,-1.058,-0.076
60,3,0.5,5,4.0,0.15,40,-0.835,-13.01,-54.7,0.125,3.39,-31.3,-0.182,-4.12,22.6,-59.0,0.5,0.96,-0.835,-0.06983050847457627
60,3,0.5,5,4.0,0.2,10,-0.149,-3.66,-40.3,-0.593,-12.51,-68.3,-0.371,-8.46,22.8,-76.5,0.3,0.44399999999999995,-0.593,-0.11058823529411765
60,3,0.5,5,4.0,0.2,20,0.171,5.34,-38.7,-0.439,-9.97,-70.6,-0.11,-2.96,26.9,-72.4,0.4,0.61,-0.439,-0.04088397790055248
60,3,0.5,5,4.0,0.2,40,-0.021,-0.62,-38.7,-0.504,-10.42,-70.6,-0.236,-5.93,25.1,-72.4,0.3,0.483,-0.504,-0.08190607734806629
60,3,0.5,5,4.0,0.25,10,-0.078,-2.1,-48.8,-0.049,-1.78,-54.5,-0.06,-1.93,32.1,-73.2,0.4,0.028999999999999998,-0.078,-0.026366120218579234
60,3,0.5,5,4.0,0.25,20,0.175,5.66,-42.5,-0.25,-8.44,-74.8,-0.06,-1.98,33.1,-76.3,0.4,0.425,-0.25,-0.025950196592398427
60,3,0.5,5,4.0,0.25,40,-0.062,-1.89,-47.3,-0.585,-14.0,-77.5,-0.313,-8.45,27.0,-81.8,0.2,0.5229999999999999,-0.585,-0.10330073349633251
60,3,0.5,5,4.0,0.3,10,-0.006,-0.2,-48.0,-0.302,-12.19,-74.9,-0.182,-6.7,36.7,-86.5,0.2,0.296,-0.302,-0.07745664739884393
60,3,0.5,5,4.0,0.3,20,0.022,0.83,-50.7,-0.518,-19.32,-88.5,-0.272,-10.09,37.1,-91.3,0.1,0.54,-0.518,-0.11051478641840087
60,3,0.5,5,4.0,0.3,40,0.266,10.78,-45.2,0.174,6.73,-69.8,0.217,8.58,39.6,-69.8,1.0,0.09200000000000003,0.174,0.12292263610315186
60,3,0.5,5,5.0,0.15,10,-1.07,-16.99,-62.5,-0.402,-7.86,-53.1,-0.67,-12.04,18.0,-79.8,0.2,0.668,-1.07,-0.15087719298245614
60,3,0.5,5,5.0,0.15,20,-1.11,-16.68,-61.3,0.002,0.05,-45.3,-0.372,-7.62,20.5,-74.1,0.3,1.112,-1.11,-0.102834008097166
60,3,0.5,5,5.0,0.15,40,-0.934,-15.83,-60.5,-0.718,-13.95,-68.8,-0.808,-14.81,18.3,-85.5,0.1,0.21600000000000008,-0.934,-0.17321637426900585
60,3,0.5,5,5.0,0.2,10,-0.862,-16.65,-65.0,0.392,15.79,-48.7,0.029,0.93,32.4,-77.3,0.6,1.254,-0.862,0.01203104786545925
60,3,0.5,5,5.0,0.2,20,-0.042,-1.5,-55.6,-0.367,-10.12,-75.7,-0.196,-6.17,31.4,-78.9,0.3,0.325,-0.367,-0.07820025348542459
60,3,0.5,5,5.0,0.2,40,-0.67,-15.84,-63.8,-0.581,-16.3,-73.2,-0.615,-16.09,26.1,-90.1,0.1,0.08900000000000008,-0.67,-0.17857935627081023
60,3,0.5,5,5.0,0.25,10,-0.169,-5.2,-50.1,-0.709,-17.35,-76.4,-0.428,-11.79,27.6,-86.1,0.2,0.5399999999999999,-0.709,-0.13693379790940766
60,3,0.5,5,5.0,0.25,20,0.162,6.32,-48.3,-0.451,-12.33,-78.7,-0.114,-3.79,33.2,-81.5,0.3,0.613,-0.451,-0.046503067484662576
60,3,0.5,5,5.0,0.25,40,-0.031,-1.14,-48.3,-0.493,-17.44,-87.8,-0.277,-9.97,36.1,-89.4,0.1,0.46199999999999997,-0.493,-0.11152125279642058
