bh,vxm,cf,tw,rb,un_u,spy,spyma,ns,dex,full_sr,full_cagr,full_mdd,full_vol,full_navx,is_sr,is_cagr,is_mdd,oos_sr,oos_cagr,oos_mdd,gap,tim,turn_ann
0.5,22,5,150,5,True,True,200,0.1,False,0.3622263382006094,0.04776924277580474,-0.40062833607829074,0.16803790105003616,2.1133630146252966,0.47949893491234674,0.06892288138764924,-0.25746385221386037,0.21777875158034074,0.02259582136145455,-0.33305079685899897,0.261720183332006,0.5397178916109874,14.638345756896785
0.5,22,5,150,5,True,True,200,0.15,False,0.21477375918568387,0.022872774472082913,-0.5325963157502308,0.1907856036281396,1.4371320681489155,0.31352814949853397,0.04210846252075462,-0.28312798517053794,0.09686109329513314,-5.266750475596549e-05,-0.4677410239181179,0.21666705620340082,0.5397178916109874,14.724856196833139
0.5,25,3,150,5,True,True,200,,True,0.4088734208050769,0.06579599504065814,-0.347097577973528,0.2102720617367542,2.7782652275727733,0.34939035356652787,0.051051083372027684,-0.326817069060255,0.47538660117258735,0.0840149921682185,-0.34122853023177213,0.12599624760605949,0.5634743875278396,23.279248022455146
0.5,25,3,150,5,True,True,200,0.1,True,0.39733130214232,0.0549752922729172,-0.3369344850446415,0.17226056187082572,2.358884613545658,0.5063652118133226,0.0729583248465071,-0.28500727674142834,0.27419986325308565,0.033501711981983595,-0.3369344850446403,0.23216534856023696,0.5634743875278396,20.64535820672333
0.5,25,3,150,5,True,True,200,0.15,True,0.33237854089249297,0.046512462394007414,-0.3490502124639009,0.1935977151943851,2.073077935577465,0.26613499026360227,0.032345838617024114,-0.32711464168732074,0.4055055355260748,0.06401106281380042,-0.34905021246390044,0.13937054526247256,0.5634743875278396,22.69603425236859
0.5,25,3,150,5,True,True,200,,False,0.42946744813199544,0.07186466309180695,-0.43346759126983314,0.2165688863024978,3.043096204893726,0.44498995971902583,0.07269255715422651,-0.3140672770878945,0.41392225873292093,0.07085824599654456,-0.4334675912698339,0.031067700986104896,0.5634743875278396,18.952986617731803
0.5,25,3,150,5,True,True,200,0.1,False,0.4591911906887304,0.06703090644603393,-0.33406186928921155,0.17475814999999262,2.8303380105893052,0.5939918468546169,0.09015705204235602,-0.2895283868431163,0.3056135160702756,0.03955441947984051,-0.3290309985219916,0.28837833078434133,0.5634743875278396,17.563713279893026
0.5,25,3,150,5,True,True,200,0.15,False,0.4034171574407263,0.06205048973648508,-0.37469801961111027,0.19842737905505775,2.6257681276861295,0.40405981600068996,0.05975411855354107,-0.32233433705145187,0.40415760012276747,0.06485114010886961,-0.3746980196111108,9.778412207750442e-05,0.5634743875278396,18.33545921886024
0.5,25,5,150,5,True,True,200,,True,0.36368264102599296,0.05635054384593552,-0.38545925146420523,0.2144944010389965,2.4086808048353907,0.3626206978502775,0.05418146669069834,-0.33830472612244733,0.36618359225176167,0.05899562685162696,-0.33190334752038264,0.0035628944014841624,0.5632269240287058,19.483090211388387
0.5,25,5,150,5,True,True,200,0.1,True,0.31812989546617076,0.04059429757016364,-0.4476070649123344,0.17171150345882757,1.8928677007878745,0.48758718753267977,0.06963021078747578,-0.25493990395983956,0.12479511843715939,0.006327789633720382,-0.4158138554647448,0.36279206909552036,0.5632269240287058,18.551608792680458
0.5,25,5,150,5,True,True,200,0.15,True,0.31367497915675074,0.04315002074017715,-0.33061200984120254,0.19724660977703315,1.9688089650970233,0.2338346122460332,0.026290919973587235,-0.2878700552284833,0.39983115943185216,0.06403598359735807,-0.33061200984120287,0.16599654718581897,0.5632269240287058,18.867453134373086
0.5,25,5,150,5,True,True,200,,False,0.4080883623817295,0.06804630941480028,-0.39831320546914184,0.22241266151632255,2.873838861194153,0.45037632475720607,0.07462561417822844,-0.3261261118045793,0.3650384788297703,0.06009572318418299,-0.3816783824091161,0.08533784592743576,0.5632269240287058,14.532293711790633
0.5,25,5,150,5,True,True,200,0.1,False,0.4028393138242572,0.05645204831774109,-0.3542497848204663,0.17424220268625937,2.412394946239122,0.5174053447248878,0.07596664553088184,-0.25746385221386014,0.27194091385057273,0.03318575615524666,-0.3236671854654307,0.24546443087431502,0.5632269240287058,14.951725917938417
0.5,25,5,150,5,True,True,200,0.15,False,0.4030765504527821,0.06276484148795713,-0.31849657940175413,0.20217450393105307,2.6542329879050954,0.34789594763818643,0.04897553062218152,-0.2831279851705383,0.4637158141427773,0.07978663085890858,-0.31065777604248035,0.11581986650459086,0.5632269240287058,14.411949504416425
0.5,28,3,150,5,True,True,200,,True,0.3810671993813434,0.060838105136743925,-0.41686475463505435,0.21749226683692854,2.5781122222202906,0.3469706853051209,0.050795724189784286,-0.3571514159218411,0.4189730473236622,0.07318593649032845,-0.3083059828952267,0.07200236201854132,0.574857708487998,23.72628669058644
0.5,28,3,150,5,True,True,200,0.1,True,0.34825938283541225,0.04655865928383185,-0.40924219555622776,0.17481410167321748,2.074545902959475,0.5357882579591696,0.07833180934858164,-0.28500727674142756,0.14207586210065326,0.00916078681478405,-0.3345035265069288,0.39371239585851636,0.574857708487998,20.47605286251952
0.5,28,3,150,5,True,True,200,0.15,True,0.3397768253126771,0.04890268220657212,-0.35574704614959063,0.1996133052667188,2.1503228913976242,0.2932322858782252,0.03751593165431233,-0.32711464168732085,0.39007345590128095,0.06292531961712733,-0.28015395124411024,0.09684117002305576,0.574857708487998,22.900659061159523
0.5,28,3,150,5,True,True,200,,False,0.40925499438229007,0.06883455261656479,-0.40558914213001895,0.22483953501160353,2.9080393353281497,0.4486119710246322,0.07395712287239675,-0.34482262697775534,0.3715097466979536,0.0626349824683774,-0.4055891421300193,0.07710222432667857,0.574857708487998,19.360038319687213
0.5,28,3,150,5,True,True,200,0.1,False,0.3040388021989918,0.03851891632982252,-0.55654210959114,0.17507370555057625,1.83322939735473,0.6305335655922699,0.09714561340864769,-0.2895283868431169,-0.06934521122397444,-0.028602761968067103,-0.4805610837509564,0.6998787768162443,0.574857708487998,17.55801870807766
0.5,28,3,150,5,True,True,200,0.15,False,0.3995453987499591,0.0626221633202082,-0.36002707852318994,0.20503899469060344,2.6485246532802096,0.43762908165856457,0.06654777885855623,-0.32233433705145154,0.3637939068179871,0.05786544086170009,-0.3498397440432882,0.07383517484057744,0.574857708487998,18.451639209008526
0.5,28,5,150,5,True,True,200,,True,0.4042699267848066,0.0667309038844337,-0.351524710458454,0.22020707876996798,2.8176042450375096,0.41796528523861176,0.06667585377094176,-0.33830472612244733,0.39209136318076293,0.06679788585698931,-0.3515247104584537,0.02587392205784883,0.5746102449888641,19.860590068620986
0.5,28,5,150,5,True,True,200,0.1,True,0.3871253101997387,0.05319377257168956,-0.4158138554647439,0.17258641190600282,2.2958123472905503,0.48758718753267977,0.06963021078747578,-0.25493990395983956,0.27405658633689395,0.033536164254429845,-0.4158138554647436,0.21353060119578582,0.5746102449888641,18.32889164345997
0.5,28,5,150,5,True,True,200,0.15,True,0.33373946944057,0.047500936368371605,-0.3381918867575333,0.1987927182054852,2.104701538039707,0.2338346122460332,0.026290919973587235,-0.2878700552284833,0.4400572558675823,0.07389862574909922,-0.3381918867575342,0.20622264362154913,0.5746102449888641,18.858544448404263
0.5,28,5,150,5,True,True,200,,False,0.44602444641237754,0.0784475667128417,-0.3997582403188311,0.22807801345054407,3.3570356429078343,0.5033833503254868,0.08738135708555705,-0.2731629457235868,0.38947809647094284,0.06767695880356683,-0.3997582403188311,0.11390525385454392,0.5746102449888641,14.837450470399506
0.5,28,5,150,5,True,True,200,0.1,False,0.47136512255474,0.0694289699875359,-0.3236671854654297,0.1751498026171772,2.93408205198835,0.5174053447248878,0.07596664553088184,-0.25746385221386014,0.41979039571182636,0.061528281480986546,-0.32366718546543194,0.09761494901306139,0.5746102449888641,14.711191396780286
0.5,28,5,150,5,True,True,200,0.15,False,0.4224994277509356,0.06730396825081297,-0.31849657940175413,0.20372551686055493,2.8419751516334855,0.34789594763818643,0.04897553062218152,-0.2831279851705383,0.5032057550270531,0.09003612773224456,-0.31672998574753886,0.15530980738886668,0.5746102449888641,14.403040818447606
0.6,22,3,150,5,True,True,200,,True,0.22869005892226013,0.02598573251022529,-0.5365753235586862,0.20182213618946201,1.5088950983803076,0.3040649498711572,0.04142016619738276,-0.36490984893474665,0.13961107190183492,0.007515161839461548,-0.39258850559724257,0.16445387796932226,0.5293244246473645,22.568867534346374
0.6,22,3,150,5,True,True,200,0.1,True,0.25400247821221217,0.028551189580730885,-0.5218239172552601,0.1642518498826395,1.570547994629284,0.48443115302062073,0.06867056113061998,-0.2938690901462373,-0.03151192875921287,-0.018235620077403314,-0.4101757052334223,0.5159430817798336,0.5293244246473645,19.39368678979579
0.6,22,3,150,5,True,True,200,0.15,True,0.1307387011487815,0.007078140495394791,-0.5841472077880574,0.18289335928278674,1.1197475173194247,0.22090138724691055,0.023763893798613545,-0.36038092227214424,0.021977546523959012,-0.012856721359806422,-0.4537729523463393,0.19892384072295155,0.5293244246473645,22.048419506312865
0.6,22,3,150,5,True,True,200,,False,0.25266717774632624,0.03120710359974277,-0.5755389667951287,0.20693160614165176,1.6368578891561554,0.38847399787471276,0.05998442771181911,-0.3618464325800387,0.09295932951039756,-0.0027541137909320446,-0.4545919588740249,0.29551466836431517,0.5293244246473645,18.78105209345875
0.6,22,3,150,5,True,True,200,0.1,False,0.3015896618370811,0.03701261552967883,-0.526375800514048,0.16708010060011855,1.7910526447580226,0.5648892357245809,0.08428697466818402,-0.29998507031702093,-0.025222847705606226,-0.017734362270359072,-0.4228169783602811,0.5901120834301872,0.5293244246473645,16.7349033370519
0.6,22,3,150,5,True,True,200,0.15,False,0.19472393959160408,0.01896535491442286,-0.6022179151926448,0.18707261663599678,1.3515810619675268,0.3536267726092787,0.04954659042536602,-0.35698997026424006,0.003172958066153473,-0.01704305035589071,-0.48567690208464664,0.35045381454312524,0.5293244246473645,18.464281102247828
0.6,22,5,150,5,True,True,200,,True,0.249056473230409,0.03035710487601495,-0.5450517520945151,0.20584655931481197,1.6153557100266285,0.33860428793101854,0.04881099060209526,-0.36543378039479046,0.14608889372622208,0.008342000306970965,-0.3948940918618652,0.19251539420479646,0.5305617421430339,19.05029627926261
0.6,22,5,150,5,True,True,200,0.1,True,0.2984980378767817,0.0359343635505458,-0.4912878722117332,0.1631154278601935,1.7614219842799628,0.47030849052195906,0.06580245385483119,-0.285555426787817,0.08561485655398847,0.0007210008653903976,-0.3911911615007114,0.38469363396797057,0.5305617421430339,17.691413902196032
0.6,22,5,150,5,True,True,200,0.15,True,0.1376902737364152,0.008298927184164917,-0.5677006522367513,0.1837443451799452,1.14171332870079,0.20508605588740542,0.02081978487889602,-0.32763051007083677,0.056978464729114234,-0.0067279880408994686,-0.4573464226428068,0.1481075911582912,0.5305617421430339,18.63080396320276
0.6,22,5,150,5,True,True,200,,False,0.3163634168526803,0.045598372732256864,-0.5499988611878405,0.21377085872397752,2.0442310587312496,0.45229287321780526,0.07456111129159604,-0.36490573347968935,0.16325952795681592,0.01141072633039597,-0.40872912027708697,0.28903334526098934,0.5305617421430339,14.380889659272995
0.6,22,5,150,5,True,True,200,0.1,False,0.40380199632536756,0.05452283259686075,-0.40453114462264417,0.16566666516725628,2.3427137628220582,0.5301224805266561,0.07747686100236373,-0.29112764083058296,0.2466215954864744,0.02725361478083732,-0.2900901629318343,0.2835008850401817,0.5305617421430339,14.252842618609682
0.6,22,5,150,5,True,True,200,0.15,False,0.24267888323592673,0.028213637043866147,-0.54773056550615,0.18857610376563047,1.562303124728477,0.34978642348742983,0.04900466270344617,-0.3238597456583113,0.11395019951208986,0.003472576307016473,-0.441489980669166,0.23583622397534,0.5305617421430339,14.553161521797707
0.6,25,3,150,5,True,True,200,,True,0.32743103092590736,0.04731362849096232,-0.4079769419725262,0.2071547785690722,2.098674600019575,0.31758102741325583,0.0442405068481182,-0.3649098489347463,0.3390540777569771,0.05106481952314579,-0.40797694197252443,0.021473050343721267,0.5501113585746102,22.850382010961077
0.6,25,3,150,5,True,True,200,0.1,True,0.33531283950359686,0.043326335025535956,-0.4130794869834671,0.16971053223989283,1.9741519574352089,0.5005148750169051,0.0715647004258162,-0.29386909014623663,0.14461360661882958,0.009970956868783576,-0.41177056873289375,0.35590126839807545,0.5501113585746102,19.758349002119477
0.6,25,3,150,5,True,True,200,0.15,True,0.29063767455248907,0.03800654403669124,-0.3940837450472391,0.19284426687011433,1.8187794505038104,0.23571296140187165,0.02653641829943898,-0.36038092227214413,0.35112389041377295,0.05213493370904554,-0.3839911817632796,0.11541092901190131,0.5501113585746102,22.13805459282991
0.6,25,3,150,5,True,True,200,,False,0.34367932424899855,0.05162982554124107,-0.4879280263999909,0.21285985848055297,2.2417497685669217,0.40165067214031636,0.06285504349942994,-0.3618464325800379,0.2800364322515719,0.03813212058350257,-0.48792802639999056,0.12161423988874448,0.5501113585746102,18.82500161090493
0.6,25,3,150,5,True,True,200,0.1,False,0.3825732002767241,0.052345308357269804,-0.42274117531680755,0.17252299995753873,2.266332746036947,0.5806401711008723,0.08722340583302968,-0.2999850703170207,0.1532327586872946,0.011415260310352116,-0.4227411753168071,0.4274074124135777,0.5501113585746102,17.02829606162503
0.6,25,3,150,5,True,True,200,0.15,False,0.3575376725576548,0.052309832724624306,-0.41726737853146256,0.19777345038449692,2.265107921715488,0.3680379722457169,0.0523889387972305,-0.35698997026423995,0.347640531901211,0.05221359429813743,-0.4172673785314631,0.020397440344505857,0.5501113585746102,18.08049947926798
0.6,25,5,150,5,True,True,200,,True,0.3502124561228704,0.05295636012135896,-0.4285052013539409,0.21208603400140802,2.2875275084538154,0.34370423479533013,0.04989834641416713,-0.36543378039479035,0.3584657940131093,0.0566889849341754,-0.33867033087643406,0.014761559217779163,0.5515961395694136,19.056343387314172
0.6,25,5,150,5,True,True,200,0.1,True,0.33321368332065987,0.042857196017001664,-0.4390861879510045,0.16914046011108191,1.9599652125868647,0.47640419254666205,0.0669074255829174,-0.2855554267878161,0.16926732536593098,0.01432573762974143,-0.38487528725747433,0.3071368671807311,0.5515961395694136,18.02994396901118
0.6,25,5,150,5,True,True,200,0.15,True,0.31902904727562326,0.043955219200143336,-0.3731674557488871,0.19492554843527674,1.993320473457499,0.21075023051037903,0.021878120781277488,-0.3276305100708372,0.4356196328710524,0.07146006930889537,-0.3148769074836776,0.22486940236067335,0.5515961395694136,18.523962030080202
0.6,25,5,150,5,True,True,200,,False,0.42023376442052096,0.0704033629361347,-0.44558878079546393,0.21991904029348036,2.9772458907307313,0.4572080973131582,0.07567516356627646,-0.3649057334796889,0.38254865758376755,0.06402411875410019,-0.35735476260402077,0.07465943972939065,0.5515961395694136,14.290722958861306
0.6,25,5,150,5,True,True,200,0.1,False,0.4363171810863523,0.06190547250987577,-0.3411350237352109,0.17164140157993799,2.6200246709149857,0.5360805968294813,0.0785939361833854,-0.2911276408305836,0.32153136753480666,0.041948826588992905,-0.28010211885869185,0.21454922929467463,0.5515961395694136,14.53792056961191
0.6,25,5,150,5,True,True,200,0.15,False,0.4251338133074878,0.06695142154553246,-0.37155804304391504,0.19981756928039449,2.8269589883227804,0.3552267757986937,0.05009221930525665,-0.3238597456583119,0.501691293877804,0.08782902766273981,-0.29577889772788,0.14646451807911026,0.5515961395694136,14.211952619341588
0.6,28,3,150,5,True,True,200,,True,0.28525550607129857,0.03869894691212905,-0.5043912128961179,0.21391544047692027,1.8383321331150158,0.3154103079055595,0.04398680233640384,-0.3935276941672413,0.2541958944492113,0.032301444870376894,-0.3783901914122839,0.061214413456348205,0.5612472160356348,23.29742067909237
0.6,28,3,150,5,True,True,200,0.1,True,0.1868053409128547,0.01735874886583688,-0.6250649569426298,0.17027722275134505,1.3178103679334803,0.5301122108018504,0.07693120551494159,-0.2938690901462355,-0.20847060005051588,-0.05069581316145377,-0.5375222531306699,0.7385828108523663,0.5612472160356348,19.794537347596435
0.6,28,3,150,5,True,True,200,0.15,True,0.23858319222605187,0.02776287315800552,-0.4742588856295632,0.19579734590309783,1.5513562890596364,0.26301397562114054,0.03167741716846373,-0.3603809222721448,0.21411605196403974,0.023020165950996763,-0.3546888100094894,0.0488979236571008,0.5612472160356348,22.34707144610197
0.6,28,3,150,5,True,True,200,,False,0.3008832721205911,0.042676915260578374,-0.5431417442969373,0.2198595094756759,1.9545389991653046,0.4056602866841196,0.06410801206197814,-0.39045949563109095,0.19116910990020056,0.017183404612698183,-0.462729516567287,0.21449117678391902,0.5612472160356348,19.232053312860337
0.6,28,3,150,5,True,True,200,0.1,False,0.2336681992165902,0.025706223365019598,-0.6332898380051999,0.17357168861352879,1.5023168115295067,0.6174272048547955,0.09419316076540252,-0.2999850703170208,-0.20778917471168756,-0.05186609429067324,-0.5531079712652499,0.8252163795664831,0.5612472160356348,17.031510175778486
0.6,28,3,150,5,True,True,200,0.15,False,0.2917059698134011,0.03893574654116283,-0.5105313411502033,0.20039352293154863,1.8450641951260676,0.4018851978262098,0.059135383877058745,-0.3569899702642403,0.17724796107653956,0.01487811478148715,-0.4172673785314619,0.22463723674967023,0.5612472160356348,18.10984573892998
0.6,28,5,150,5,True,True,200,,True,0.36036073367213706,0.05606103248032035,-0.43365022302833167,0.21748383058281537,2.3981167529862835,0.39970643388397764,0.06234196902516387,-0.33830472612244766,0.3204390231632563,0.048469223738472955,-0.3652774121952994,0.07926741072072135,0.5609997525365009,19.40711718664031
0.6,28,5,150,5,True,True,200,0.1,True,0.3635027647088115,0.048294994310629225,-0.3903009513762674,0.16953976643942778,2.1304323405490364,0.47640419254666205,0.0669074255829174,-0.2855554267878161,0.23501911295713304,0.026086997041612214,-0.38487528725747366,0.241385079589529,0.5609997525365009,17.780500761884227
0.6,28,5,150,5,True,True,200,0.15,True,0.3047057954597827,0.04116928469294212,-0.39146230895550016,0.19606720812714165,1.9097095680528453,0.21075023051037903,0.021878120781277488,-0.3276305100708372,0.40512855744182713,0.06513213850952337,-0.3226349622891995,0.1943783269314481,0.5609997525365009,18.48832728620492
0.6,28,5,150,5,True,True,200,,False,0.42745572942778126,0.0732797383655639,-0.4381492380512053,0.22524465044848385,3.108162969164536,0.5105369978862824,0.08844336456318147,-0.2953983732835215,0.34321167401996094,0.055115104193417475,-0.3817172648814191,0.16732532386632143,0.5609997525365009,14.58697103150136
0.6,28,5,150,5,True,True,200,0.1,False,0.46594846966144016,0.06744259474335368,-0.3411350237352109,0.17203265131435216,2.8479001852214196,0.5360805968294813,0.0785939361833854,-0.2911276408305836,0.38582150816649735,0.05403037986993753,-0.28010211885869096,0.15025908866298393,0.5609997525365009,14.288477362484961
0.6,28,5,150,5,True,True,200,0.15,False,0.4102427431225582,0.06402567238015755,-0.39151440506029644,0.20093390692136362,2.7051806999564816,0.3552267757986937,0.05009221930525665,-0.3238597456583119,0.47049100568973723,0.08122771450824762,-0.3020680424442116,0.11526422989104351,0.5609997525365009,14.194135247403949
0.7,22,3,150,5,True,True,200,,True,0.11683390083941393,0.0038988180065191447,-0.556795681191422,0.19156739882351997,1.0643867053527432,0.19684640912818982,0.019386672356977108,-0.3579078088412243,0.020004410809040144,-0.01462791394833951,-0.3878889518910513,0.17684199831914968,0.491957436278149,22.525519563918625
0.7,22,3,150,5,True,True,200,0.1,True,0.12783453402914707,0.007641749376248619,-0.5509337429876797,0.15837648367870655,1.1298389132383047,0.35416122208250084,0.044764215464818014,-0.30028715794964356,-0.15451659618850774,-0.03575015515121471,-0.4253225340895256,0.5086778182710086,0.491957436278149,19.70672461445421
0.7,22,3,150,5,True,True,200,0.15,True,0.01834028612640554,-0.012269897788166895,-0.6200568394500248,0.1756469131989445,0.8203914845486218,0.15792071043576375,0.012157463249442335,-0.34547005633219086,-0.15773932510292793,-0.041196496897156876,-0.48044863024626516,0.3156600355386917,0.491957436278149,22.17709431637114
0.7,22,3,150,5,True,True,200,,False,0.14793898144329773,0.009663414921763813,-0.5932721255507918,0.19642672479600556,1.1667426768029212,0.28518931479205323,0.037169149579341365,-0.3567060780333622,-0.017455012181380278,-0.02282038340384185,-0.4489434988623543,0.3026443269734335,0.491957436278149,19.046339041688185
0.7,22,3,150,5,True,True,200,0.1,False,0.18622816438119363,0.017074972761629503,-0.5518615332357093,0.16123874347571082,1.3119282672838881,0.44096428152834805,0.060271840912547114,-0.3047116488508339,-0.13197008099053198,-0.033115451477044644,-0.43054733091389596,0.5729343625188801,0.491957436278149,17.436763191682623
0.7,22,3,150,5,True,True,200,0.15,False,0.07346286525800545,-0.0030240087924912062,-0.6280026223842554,0.1790870090495802,0.9525948380087702,0.2578290157329379,0.030624803065743222,-0.3408201520277254,-0.1583825288688673,-0.04248577377272711,-0.5013024405354374,0.4162115446018052,0.491957436278149,18.82799830124604
0.7,22,5,150,5,True,True,200,,True,0.1672389468938107,0.013440677425535341,-0.5727116880977252,0.19750469045903363,1.2387406662737874,0.2590748709461383,0.031871307192696596,-0.37884999115579376,0.05794977654927341,-0.008540081547899758,-0.37787491221380154,0.20112509439686488,0.49542192526602324,18.787801627314266
0.7,22,5,150,5,True,True,200,0.1,True,0.180003149010777,0.015975275129777256,-0.5366915779480101,0.1572571547291404,1.2893655167794897,0.38803692471862294,0.05037040211613997,-0.28624076158156175,-0.0825020386552741,-0.024357266770245967,-0.40529347525322734,0.47053896337389706,0.49542192526602324,16.886903582174117
0.7,22,5,150,5,True,True,200,0.15,True,0.035185146478604115,-0.009523155948985784,-0.6266671387115645,0.17681350942714236,0.8577501682798516,0.14770958301320058,0.010281259097338902,-0.34932526704531175,-0.10632770031553268,-0.033095938114782175,-0.48109815307403636,0.25403728332873327,0.49542192526602324,17.836192875351788
0.7,22,5,150,5,True,True,200,,False,0.23065509421116664,0.026412956961734846,-0.593280044817454,0.20462472557317402,1.519002096871248,0.37438104013456025,0.05638348269010174,-0.38443537831058683,0.0628918623607329,-0.008907213449578566,-0.40602152560175664,0.31148917777382734,0.49542192526602324,14.60396279557815
0.7,22,5,150,5,True,True,200,0.1,False,0.2590205813866482,0.028950588473740435,-0.5038712469029469,0.15990972993866248,1.5803561818211442,0.43083803077781485,0.05816273052057186,-0.315377575673642,0.04422679383755973,-0.0055058179185563105,-0.34022892803594873,0.3866112369402551,0.49542192526602324,14.371248039556699
0.7,22,5,150,5,True,True,200,0.15,False,0.11759829152028428,0.004772576720631694,-0.6199205360166696,0.18070378633365403,1.0793398767646054,0.25957738545081527,0.03106774712195337,-0.3456761705828708,-0.06055727192529185,-0.02631749651739612,-0.47749554366288594,0.32013465737610713,0.49542192526602324,14.305519627031483
0.7,25,3,150,5,True,True,200,,True,0.1880333716279479,0.017647321838294427,-0.4666236651232485,0.19649196130534888,1.3238172499832292,0.21639381614745679,0.023207054856405396,-0.3579078088412241,0.155620045027651,0.010923650387656414,-0.40339644887658777,0.06077377111980578,0.5092798812175204,22.780901895024783
0.7,25,3,150,5,True,True,200,0.1,True,0.1735480103430875,0.015014694743794355,-0.5115911892485936,0.16319991503706358,1.2699552869413153,0.3771939591662828,0.048679706056393046,-0.30028715794964367,-0.06499083661397331,-0.024490767793803547,-0.4268764411131629,0.4421847957802561,0.5092798812175204,20.045254681269356
0.7,25,3,150,5,True,True,200,0.15,True,0.15698034202268596,0.011832242347867394,-0.4588504193049249,0.1852912505774392,1.2075876823459408,0.17887920065785481,0.01595075264994339,-0.3454700563321915,0.13256072747057235,0.00684385800312981,-0.4062039747270002,0.046318473187282466,0.5092798812175204,22.240597257379648
0.7,25,3,150,5,True,True,200,,False,0.2111351302620453,0.022327920732380546,-0.5193642430331284,0.2019525446064295,1.424905487674416,0.30420777438880275,0.04105617594082833,-0.3567060780333621,0.10542882301658653,-4.560791060925773e-06,-0.4826248078042299,0.19877895137221624,0.5092798812175204,19.08197378556346
0.7,25,3,150,5,True,True,200,0.1,False,0.23101552372535702,0.024763859146503364,-0.5107131669887793,0.16600460257927444,1.4803357583811882,0.46346380086122824,0.06424544984378211,-0.30471164885083313,-0.042062206902058065,-0.02130264353387179,-0.43047254311901384,0.5055260077632863,0.5092798812175204,17.72184114268485
0.7,25,3,150,5,True,True,200,0.15,False,0.21188543923360012,0.022269758930427486,-0.462073844242888,0.1894872389969211,1.4236061074257824,0.27830114327601985,0.03448730300603109,-0.34082015202772564,0.13815766933491155,0.00759937845108527,-0.4349712518752654,0.1401434739411083,0.5092798812175204,18.435901904695303
0.7,25,5,150,5,True,True,200,,True,0.28122224276190416,0.03689782481136339,-0.4779345211400615,0.20202143630970087,1.7878760777512164,0.2590748709461383,0.031871307192696596,-0.37884999115579376,0.3067199405632794,0.04304649720145548,-0.32006980443298927,0.0476450696171411,0.5112595892105914,18.544405528238883
