date,pick_1,pick_2,pick_3,n_positive
2018-03-05,BTC_USD,SOXL,UCO,13
2018-03-19,BTC_USD,SOXL,TECL,13
2018-04-03,BTC_USD,UCO,TECL,11
2018-04-17,UCO,BTC_USD,TECL,13
2018-05-01,UCO,BTC_USD,ERX,11
2018-05-15,ETH_USD,UCO,ERX,15
2018-05-30,UCO,TECL,LABU,11
2018-06-13,LABU,UCO,ERX,11
2018-06-27,UCO,TQQQ,LABU,5
2018-07-12,LABU,DRN,UCO,6
2018-07-26,TQQQ,TECL,DRN,7
2018-08-09,DRN,ERX,TQQQ,13
2018-08-23,DRN,ERX,UCO,13
2018-09-07,DRN,UCO,ERX,12
2018-09-21,TQQQ,TECL,UPRO,11
2018-10-05,TQQQ,TECL,UCO,10
2018-10-19,TQQQ,TECL,QLD,7
2018-11-02,DRN,QLD,,2
2018-11-16,DRN,SSO,UPRO,3
2018-12-03,DRN,TYD,,2
2018-12-18,TYD,,,1
2019-01-03,TYD,UGL,UBT,4
2019-01-17,TYD,UGL,TMF,4
2019-02-01,UGL,TYD,NUGT,6
2019-02-15,NUGT,UGL,TYD,6
2019-03-04,NUGT,YINN,UGL,4
2019-03-18,NUGT,TYD,TMF,7
2019-04-01,NUGT,TMF,DRN,8
2019-04-15,YINN,SOXL,EDC,15
2019-04-30,SOXL,TMF,TECL,15
2019-05-14,BTC_USD,TMF,SOXL,16
2019-05-29,ETH_USD,BTC_USD,TMF,16
2019-06-12,ETH_USD,BTC_USD,TECL,19
2019-06-26,BTC_USD,ETH_USD,TECL,20
2019-07-11,BTC_USD,ETH_USD,TECL,20
2019-07-25,BTC_USD,ETH_USD,SOXL,15
2019-08-08,BTC_USD,NUGT,ETH_USD,15
2019-08-22,BTC_USD,NUGT,TMF,15
2019-09-06,BTC_USD,NUGT,TMF,15
2019-09-20,BTC_USD,NUGT,ETH_USD,15
2019-10-04,TMF,BTC_USD,NUGT,10
2019-10-18,NUGT,BTC_USD,TMF,14
2019-11-01,NUGT,SOXL,TECL,15
2019-11-15,SOXL,NUGT,TECL,15
2019-12-02,SOXL,NUGT,TECL,15
2019-12-16,SOXL,TECL,TQQQ,16
2019-12-31,SOXL,TECL,TQQQ,16
2020-01-15,SOXL,TECL,TQQQ,16
2020-01-30,SOXL,TECL,TQQQ,16
2020-02-13,SOXL,TECL,TQQQ,14
2020-02-28,ETH_USD,LABU,TQQQ,10
2020-03-13,TMF,UBT,TYD,4
2020-03-27,TMF,UBT,TYD,4
2020-04-13,TMF,UBT,UGL,4
2020-04-27,TMF,UBT,TYD,7
2020-05-11,TMF,UBT,TYD,9
2020-05-26,TMF,UBT,UGL,8
2020-06-09,ETH_USD,BTC_USD,TMF,8
2020-06-23,ETH_USD,TMF,UBT,9
2020-07-08,TMF,ETH_USD,UBT,9
2020-07-22,ETH_USD,TMF,LABU,9
2020-08-05,UGL,TMF,ETH_USD,8
2020-08-19,ETH_USD,TQQQ,QLD,14
2020-09-02,ETH_USD,TQQQ,TECL,17
2020-09-17,ETH_USD,TQQQ,LABU,17
2020-10-01,TQQQ,SOXL,TECL,15
2020-10-15,SOXL,TECL,TQQQ,16
2020-10-29,ETH_USD,SOXL,EDC,14
2020-11-12,SOXL,ETH_USD,EDC,15
2020-11-27,ETH_USD,SOXL,BTC_USD,17
2020-12-11,SOXL,ETH_USD,EDC,16
2020-12-28,BTC_USD,ETH_USD,SOXL,16
2021-01-12,ETH_USD,BTC_USD,SOXL,15
2021-01-27,ETH_USD,BTC_USD,SOXL,15
2021-02-10,ETH_USD,BTC_USD,LABU,15
2021-02-25,BTC_USD,ETH_USD,LABU,15
2021-03-11,BTC_USD,ETH_USD,FAS,15
2021-03-25,BTC_USD,ETH_USD,ERX,15
2021-04-09,ETH_USD,BTC_USD,FAS,15
2021-04-23,ETH_USD,BTC_USD,FAS,15
2021-05-07,ETH_USD,BTC_USD,FAS,13
2021-05-21,ETH_USD,BTC_USD,FAS,15
2021-06-07,ETH_USD,FAS,UCO,15
2021-06-21,ETH_USD,UCO,ERX,13
2021-07-06,UCO,ETH_USD,DRN,11
2021-07-20,DRN,UCO,FAS,10
2021-08-03,DRN,UCO,FAS,14
2021-08-17,ETH_USD,DRN,UPRO,12
2021-08-31,TECL,ETH_USD,DRN,14
2021-09-15,ETH_USD,TECL,TQQQ,14
2021-09-29,UCO,ETH_USD,DRN,13
2021-10-13,UCO,ETH_USD,ERX,14
2021-10-27,UCO,TECL,TQQQ,14
2021-11-10,SOXL,TECL,UCO,15
2021-11-24,TECL,SOXL,TQQQ,14
2021-12-09,ETH_USD,SOXL,TECL,15
2021-12-23,ETH_USD,SOXL,TECL,13
2022-01-07,ETH_USD,SOXL,ERX,12
2022-01-24,ERX,UCO,FAS,3
2022-02-07,ERX,UCO,FAS,7
2022-02-22,ERX,UCO,NUGT,5
2022-03-08,ERX,UCO,NUGT,4
2022-03-22,ERX,UCO,NUGT,10
2022-04-05,ERX,UCO,NUGT,11
2022-04-20,ERX,UCO,NUGT,5
2022-05-04,ERX,UCO,NUGT,4
2022-05-18,ERX,UCO,,2
2022-06-02,ERX,UCO,UGL,3
2022-06-16,UCO,ERX,,2
2022-07-01,UCO,ERX,,2
2022-07-18,UCO,ERX,,2
2022-08-01,UCO,ERX,,2
2022-08-15,ERX,UCO,,2
2022-08-29,ERX,,,1
2022-09-13,ERX,,,1
2022-09-27,,,,0
2022-10-11,,,,0
2022-10-25,ERX,,,1
2022-11-08,ERX,,,1
2022-11-22,LABU,,,1
2022-12-07,LABU,FAS,SSO,6
2022-12-21,ERX,ETH_USD,FAS,4
2023-01-06,ERX,NUGT,FAS,5
2023-01-23,NUGT,ERX,UGL,5
2023-02-06,ERX,NUGT,UGL,4
2023-02-21,BTC_USD,NUGT,FAS,6
2023-03-07,NUGT,UGL,ERX,6
2023-03-21,NUGT,SOXL,BTC_USD,14
2023-04-04,SOXL,NUGT,TECL,18
2023-04-19,YINN,NUGT,SOXL,16
2023-05-03,NUGT,TECL,SOXL,15
2023-05-17,BTC_USD,ETH_USD,TECL,15
2023-06-01,SOXL,TECL,TQQQ,10
2023-06-15,SOXL,TECL,TQQQ,12
2023-06-30,TECL,SOXL,TQQQ,9
2023-07-17,TECL,TQQQ,SOXL,8
2023-07-31,TECL,TQQQ,SOXL,11
2023-08-14,TQQQ,TECL,QLD,11
2023-08-28,TQQQ,TECL,QLD,9
2023-09-12,TQQQ,TECL,UCO,10
2023-09-26,TQQQ,UCO,QLD,9
2023-10-10,TQQQ,TECL,QLD,8
2023-10-24,UCO,TQQQ,TECL,9
2023-11-07,UCO,TECL,TQQQ,11
2023-11-21,UCO,BTC_USD,TECL,12
2023-12-06,BTC_USD,ETH_USD,UCO,11
2023-12-20,BTC_USD,FAS,TQQQ,14
2024-01-05,BTC_USD,FAS,ETH_USD,11
2024-01-22,BTC_USD,ETH_USD,TECL,11
2024-02-05,TECL,SOXL,TQQQ,14
2024-02-20,BTC_USD,SOXL,ETH_USD,13
2024-03-05,BTC_USD,ETH_USD,SOXL,14
2024-03-19,BTC_USD,SOXL,ETH_USD,18
2024-04-03,SOXL,BTC_USD,ETH_USD,19
2024-04-17,SOXL,BTC_USD,LABU,19
2024-05-01,SOXL,BTC_USD,FAS,17
2024-05-15,SOXL,BTC_USD,FAS,18
2024-05-30,SOXL,ETH_USD,BTC_USD,16
2024-06-13,SOXL,ETH_USD,BTC_USD,16
2024-06-28,SOXL,TECL,TQQQ,15
2024-07-15,SOXL,NUGT,YINN,17
2024-07-29,BTC_USD,NUGT,YINN,17
2024-08-12,NUGT,UGL,DRN,16
2024-08-26,NUGT,UGL,YINN,15
2024-09-10,NUGT,DRN,UGL,14
2024-09-24,DRN,NUGT,UGL,15
2024-10-08,YINN,DRN,EDC,15
2024-10-22,DRN,NUGT,YINN,16
2024-11-05,DRN,UGL,FAS,16
2024-11-19,FAS,DRN,BTC_USD,16
2024-12-04,FAS,DRN,BTC_USD,15
2024-12-18,BTC_USD,FAS,YINN,12
2025-01-03,BTC_USD,FAS,UGL,8
2025-01-21,BTC_USD,FAS,YINN,12
2025-02-04,BTC_USD,FAS,YINN,11
2025-02-19,YINN,FAS,BTC_USD,12
2025-03-05,YINN,BTC_USD,UGL,12
2025-03-19,YINN,BTC_USD,UGL,7
2025-04-02,BTC_USD,UGL,NUGT,4
2025-04-16,UGL,NUGT,BTC_USD,3
2025-05-01,NUGT,BTC_USD,UGL,5
2025-05-15,NUGT,UGL,YINN,6
2025-05-30,NUGT,UGL,YINN,5
2025-06-13,NUGT,UGL,YINN,5
2025-06-30,NUGT,YINN,UGL,12
2025-07-15,NUGT,YINN,UGL,12
2025-07-29,NUGT,YINN,EDC,13
2025-08-12,NUGT,ETH_USD,BTC_USD,11
2025-08-26,NUGT,ETH_USD,EDC,14
2025-09-10,ETH_USD,NUGT,TECL,14
2025-09-24,NUGT,ETH_USD,SOXL,15
2025-10-08,SOXL,ETH_USD,TECL,20
2025-10-22,SOXL,TECL,ETH_USD,20
2025-11-05,LABU,SOXL,NUGT,17
2025-11-19,LABU,NUGT,SOXL,17
2025-12-04,LABU,SOXL,NUGT,17
2025-12-18,LABU,NUGT,UGL,17
2026-01-05,NUGT,LABU,SOXL,17
2026-01-20,NUGT,LABU,SOXL,15
2026-02-03,LABU,SOXL,NUGT,14
2026-02-18,LABU,NUGT,SOXL,15
2026-03-04,NUGT,SOXL,LABU,15
2026-03-18,LABU,UCO,ERX,8
2026-04-01,ERX,UCO,LABU,7
