Date,XSMOM,RPAR,TREND_EQ,TREND_BD,TREND_GD,TSMOM
1999-07-12,0.0,0.0,0.0,0.0,0.0,-0.0006671709197039291
1999-07-13,0.0,0.0,0.0,0.0,0.0,-0.0017507425682472305
1999-07-14,0.0,0.0,0.0,0.0,0.0,0.005491828267408356
1999-07-15,0.0,0.0,0.0,0.0,0.0,0.0032189350992209856
1999-07-16,0.0,0.0,0.0,0.0,0.0,0.0036517810251078813
1999-07-19,0.0,0.0,0.0,0.0,0.0,-0.0047701630078384105
1999-07-20,0.0,0.0,0.0,0.0,0.0,-0.017481368456204634
1999-07-21,0.0,0.0,0.0,0.0,0.0,0.00278553046058483
1999-07-22,0.0,0.0,0.0,0.0,0.0,-0.011976301101771933
1999-07-23,0.0,0.0,0.0,0.0,0.0,0.0008305425637681602
1999-07-26,0.0,0.0,0.0,0.0,0.0,-0.009982624634163552
1999-07-27,0.0,0.0,0.0,0.0,0.0,-0.0001124035822228832
1999-07-28,0.0,0.0,0.0,0.0,0.0,0.001936975109229951
1999-07-29,0.0,0.0,0.0,0.0,0.0,-0.007858803631227125
1999-07-30,0.0,0.0,0.0,0.0,0.0,-0.002376788652185806
1999-08-02,0.0,0.0,0.0,0.0,0.0,-5.864175409610199e-05
1999-08-03,0.0,0.0,0.0,0.0,0.0,0.0
1999-08-04,0.0,0.0,0.0,0.0,0.0,0.0
1999-08-05,0.0,0.0,0.0,0.0,0.0,0.0
1999-08-06,0.0,0.0,0.0,0.0,0.0,0.0
1999-08-09,0.0,0.0,0.0,0.0,0.0,0.0
1999-08-10,0.0,0.0,0.0,0.0,0.0,0.0
1999-08-11,0.0,0.0,0.0,0.0,0.0,0.0
1999-08-12,0.0,0.0,0.0,0.0,0.0,0.0
1999-08-13,0.0,0.0,0.0,0.0,0.0,0.0
1999-08-16,0.0,0.0,0.0,0.0,0.0,0.0
1999-08-17,0.0,0.0,0.0,0.0,0.0,0.0
1999-08-18,0.0,0.0,0.0,0.0,0.0,0.0
1999-08-19,0.0,0.0,0.0,0.0,0.0,0.0
1999-08-20,0.0,0.0,0.0,0.0,0.0,0.0
1999-08-23,0.0,0.0,0.0,0.0,0.0,0.006399115416553194
1999-08-24,0.0,0.0,0.0,0.0,0.0,0.0013265475095977108
1999-08-25,0.0,0.0,0.0,0.0,0.0,0.008900415289506303
1999-08-26,0.0,0.0,0.0,0.0,0.0,-0.006192210143395461
1999-08-27,0.0,0.0,0.0,0.0,0.0,-0.0033295385798657183
1999-08-30,0.0,0.0,0.0,0.0,0.0,-0.006645505607444649
1999-08-31,0.0,0.0,0.0,0.0,0.0,0.004220937513600779
1999-09-01,0.0,0.0,0.0,0.0,0.0,0.0026378935793385386
1999-09-02,0.0,0.0,0.0,0.0,0.0,-0.0016908640780117607
1999-09-03,0.0,0.0,0.0,0.0,0.0,0.01826703850247043
1999-09-07,0.0,0.0,0.0,0.0,0.0,-0.0008903570450924607
1999-09-08,0.0,0.0,0.0,0.0,0.0,-0.004418272125671873
1999-09-09,0.03324787470270287,0.0,0.0,0.0,0.0,0.007256001630714774
1999-09-10,0.033141633870129805,0.0,0.0,0.0,0.0,0.007220356464687974
1999-09-13,-0.038901722841941766,0.0,0.0,0.0,0.0,-0.00899904425733486
1999-09-14,0.0241807806353318,0.0,0.0,0.0,0.0,0.005646906130519152
1999-09-15,-0.060709085370579896,0.0,0.0,0.0,0.0,-0.01393082154875086
1999-09-16,-0.007824739788730661,0.0,0.0,0.0,0.0,-0.001875206488279217
1999-09-17,0.07443134505595739,0.0,0.0,0.0,0.0,0.017355293075869728
1999-09-20,0.009578509718011885,0.0,0.0,0.0,0.0,0.002257378832561131
1999-09-21,-0.056084105847143524,0.0,0.0,0.0,0.0,-0.01581488556907917
1999-09-22,0.015098715132662966,0.0,0.0,0.0,0.0,0.004049778874802101
1999-09-23,-0.08449057120850369,0.0,0.0,0.0,0.0,-0.027435925462830836
1999-09-24,0.003502182943789908,0.0,0.0,0.0,0.0,0.0002457898935232588
1999-09-27,0.01360113706807245,0.0,0.0,0.0,0.0,0.001929373287361167
1999-09-28,0.0071650391056420435,0.0,0.0,0.0,0.0,0.000996265782142458
1999-09-29,-0.030948472507836725,0.0,0.0,0.0,0.0,-0.008729625324879921
1999-09-30,0.014204621264983258,0.0,0.0,0.0,0.0,0.00100358342384949
1999-10-01,-0.0045623630874987945,0.0,0.0,0.0,0.0,2.5209157223967185e-05
1999-10-04,0.03502543590436115,0.0,0.0,0.0,0.0,-2.8096485826559053e-05
1999-10-05,0.00959688143031675,0.0,0.0,0.0,0.0,0.0027497350705172553
1999-10-06,0.02252864730950393,0.0,0.0,0.0,0.0,0.0019955131375193266
1999-10-07,-0.00545723105672067,0.0,0.0,0.0,0.0,-0.0008328807329262252
1999-10-08,0.006492321349477282,0.0,0.0,0.0,0.0,0.003252010152153753
1999-10-11,0.01621754184978021,0.0,0.0,0.0,0.0,0.004367917539565524
1999-10-12,-0.027877295551772742,0.0,0.0,0.0,0.0,-0.007144794042535105
1999-10-13,-0.03791578155380218,0.0,0.0,0.0,0.0,-0.009216651652214195
1999-10-14,0.00013923388418578226,0.0,0.0,0.0,0.0,-8.240367149111662e-05
1999-10-15,-0.03247153244167135,0.0,0.0,0.0,0.0,0.0
1999-10-18,-0.013318726816432643,0.0,0.0,0.0,0.0,0.0
1999-10-19,-0.006181470837315171,0.0,0.0,0.0,0.0,0.0
1999-10-20,0.04025614676551483,0.0,0.0,0.0,0.0,0.0
1999-10-21,-0.00011509934649993584,0.0,0.0,0.0,0.0,0.0016526280727426302
1999-10-22,-0.001318064679424363,0.0,0.0,0.0,0.0,-0.00048624044618811584
1999-10-25,0.001550045432397078,0.0,0.0,0.0,0.0,5.556839576010222e-05
1999-10-26,-0.004191611301705885,0.0,0.0,0.0,0.0,-0.002602317262865788
1999-10-27,-0.0015745974899716792,0.0,0.0,0.0,0.0,-0.000529356817159749
1999-10-28,0.031580052602303066,0.0,0.0,0.0,0.0,0.010910503666914689
1999-10-29,0.03761343044769481,0.0,0.0,0.0,0.0,0.010333409526147109
1999-11-01,-0.0035105561511407733,0.0,0.0,0.0,0.0,-0.0033209777633448198
1999-11-02,-0.0019512470981431825,0.0,0.0,0.0,0.0,-0.0015369978706538338
1999-11-03,0.016106186523552796,0.0,0.0,0.0,0.0,0.007306525625161766
1999-11-04,0.0086914377977259,0.0,0.0,0.0,0.0,0.0068975019127040255
1999-11-05,0.009568955728492451,0.0,0.0,0.0,0.0,0.008989030804138681
1999-11-08,0.013751552244591706,0.0,0.0,0.0,0.0,0.009312858378435452
1999-11-09,-0.008269054748569031,0.0,0.0,0.0,0.0,-0.007980932494687277
1999-11-10,0.013801849429158098,0.0,0.0,0.0,0.0,0.009193922474144654
1999-11-11,0.014155486242407875,0.0,0.0,0.0,0.0,0.010115125959543508
1999-11-12,0.008259134596931781,0.0,0.0,0.0,0.0,0.006137350931394737
1999-11-15,-0.003005362706766744,0.0,0.0,0.0,0.0,-0.0024506979606526624
1999-11-16,0.020528849972243912,0.0,0.0,0.0,0.0,0.018106213935137314
1999-11-17,-0.010364734251293452,0.0,0.0,0.0,0.0,-0.009816690707090153
1999-11-18,0.02800820480209665,0.0,0.0,0.0,0.0,0.02196872732869659
1999-11-19,0.00774791216637093,0.0,0.0,0.0,0.0,0.004798874392289373
1999-11-22,-0.0039036007116407985,0.0,0.0,0.0,0.0,-0.002894237482547489
1999-11-23,-0.0018871610110407415,0.0,0.0,0.0,0.0,-0.001753449940851608
1999-11-24,0.020038098348369823,0.0,0.0,0.0,0.0,0.016270893086478232
1999-11-26,0.004456338655038181,0.0,0.0,0.0,0.0,0.0037171402611611633
1999-11-29,-0.010445169047205992,0.0,0.0,0.0,0.0,-0.008515577853955096
1999-11-30,-0.02794558854261828,0.0,0.0,0.0,0.0,-0.022866164760774407
1999-12-01,0.012625530506930516,0.0,0.0,0.0,0.0,0.010291500103179514
1999-12-02,0.02146491622425358,0.0,0.0,0.0,0.0,0.018478627682375907
1999-12-03,0.0191059757368672,0.0,0.0,0.0,0.0,0.016603994795534517
1999-12-06,0.005947378682000102,0.0,0.0,0.0,0.0,0.005116762822490244
1999-12-07,0.0008199191961296383,0.0,0.0,0.0,0.0,0.0007664835942643685
1999-12-08,-0.008634579580895368,0.0,0.0,0.0,0.0,-0.007604057321785934
1999-12-09,0.00072647056614778,0.0,0.0,0.0,0.0,0.0004983719588699292
1999-12-10,0.004892222736448191,0.0,0.0,0.0,0.0,0.004297282998935827
1999-12-13,0.007589262067466135,0.0,0.0,0.0,0.0,0.006526140251450135
1999-12-14,-0.014288817097909261,0.0,0.0,0.0,0.0,-0.012704445301109937
1999-12-15,0.015223165686479806,0.0,0.0,0.0,0.0,0.013169371904724175
1999-12-16,0.016431691920609108,0.0,0.0,0.0,0.0,0.014465229934765638
1999-12-17,0.007486649191321649,0.0,0.0,0.0,0.0,0.006539637846406902
1999-12-20,0.008579743208770776,0.0,0.0,0.0,0.0,0.00790024971867025
1999-12-21,0.02953433528755235,0.0,0.0,0.0,0.0,0.02518008625996299
1999-12-22,-0.0014008963208703164,0.0,-0.0031366080214470524,0.0,0.0,-0.0011069909479531558
1999-12-23,0.006640545538804652,0.0,0.010331973838564467,0.0,0.0,0.005617372026660029
1999-12-27,0.0005580137281100549,0.0,-0.005409941730250906,0.0,0.0,0.0008542050558510365
1999-12-28,-0.006363145982789541,0.0,-0.005725470507288649,0.0,0.0,-0.0056126684056043135
1999-12-29,0.02149705536327254,0.0,0.03349152010319786,0.0,0.0,0.018044391132939302
1999-12-30,-0.00477915353239266,0.0,-0.009556329412510674,0.0,0.0,-0.003826423991763533
1999-12-31,-0.0020408056254093056,0.0,-0.0013143420248645375,0.0,0.0,-0.0018413599852886468
2000-01-03,0.0259395803922776,0.0,0.031893378515399966,0.0,0.0,0.022387186411757534
2000-01-04,-0.0473768058693445,0.0,-0.05837716022720024,0.0,0.0,-0.03988330788151232
2000-01-05,-0.01574883889795314,0.0,-0.0193062165578787,0.0,0.0,-0.012001051322473867
2000-01-06,-0.03513206091302372,0.0,-0.05089341301369695,0.0,0.0,-0.029421116755417604
2000-01-07,0.04775643150481984,0.0,0.08432574115985005,0.0,0.0,0.011886409187785283
2000-01-10,0.02097738507664795,0.0,0.015880588378550105,0.0,0.0,0.018172875693043614
2000-01-11,-0.02316007388029054,0.0,-0.021505573257024537,0.0,0.0,-0.019236486895423014
2000-01-12,-0.007853868117361508,0.0,-0.009496013067763766,0.0,0.0,-0.005893966155279108
2000-01-13,0.020083515770542407,0.0,0.02501248106148371,0.0,0.0,0.014988337915277388
2000-01-14,0.01333489457962607,0.0,0.009303145142638242,0.0,0.0,0.011910204289196162
2000-01-18,0.0029695292629094466,0.0,0.0020294450057988843,0.0,0.0,-0.00017668623482721693
2000-01-19,0.006972445493562241,0.0,0.008754768842448715,0.0,0.0,0.0049311771805491105
2000-01-20,-0.0012168707515363161,0.0,-0.0038581246740562254,0.0,0.0,-2.0343991798343704e-05
2000-01-21,0.003868703213889067,0.0,0.004769562376800103,0.0,0.0,0.0027550242172379356
2000-01-24,-0.02344370688134683,0.0,-0.018659258056905745,0.0,0.0,-0.013190345499073684
2000-01-25,0.010465360639864727,0.0,0.005574052549526879,0.0,0.0,0.003197853182535172
2000-01-26,-0.020518850639078517,0.0,-0.015013003262208419,0.0,0.0,-0.006151843491622599
2000-01-27,0.0013076401441790776,0.0,0.005320477030513948,0.0,0.0,-0.00014998611559928235
2000-01-28,-0.02403132827849706,0.0,-0.01826292909556572,0.0,0.0,-0.007036174571913357
2000-01-31,0.02109587371607126,0.0,0.014984530938781677,0.0,0.0,0.006033412280229846
2000-02-01,0.012767308664847293,0.0,0.009092456473914249,0.0,0.0,0.0037298907836853285
2000-02-02,0.0040815068299900085,0.0,0.0027936377389742957,0.0,0.0,0.0012169121603968845
2000-02-03,0.017793235784063582,0.0,0.013004349950234355,0.0,0.0,0.005238103873161972
2000-02-04,0.004784253776561509,0.0,0.0022021463549271973,0.0,0.0,0.004539856497961297
2000-02-07,0.006527197025973755,0.0,0.004503742233976525,0.0,0.0,0.005864148930240984
2000-02-08,0.013241209648660981,0.0,0.01374538488538464,0.0,0.0,0.010205240917672704
2000-02-09,-0.01257363445738327,0.0,-0.011573306645979489,0.0,0.0,-0.010119533696271341
2000-02-10,0.014646027325736296,0.0,0.010410062777142922,0.0,0.0,0.012794237586593104
2000-02-11,-0.012900316025330068,0.0,-0.007359725418396565,0.0,0.0,-0.012012895208889355
2000-02-14,-0.0002574571959798319,0.0,-0.00044194388184287117,0.0,0.0,-0.00012791751989046324
2000-02-15,0.0024727201128632737,0.0,0.002194210785447928,0.0,0.0,0.0020252827396085304
2000-02-16,-0.002583091256909233,0.0,-0.0015128862821912417,0.0,0.0,-0.002445404660725731
2000-02-17,0.011160116273864302,0.0,0.006598351458625388,0.0,0.0,0.010384429853817904
2000-02-18,-0.018056120578325015,0.0,-0.011363966118265225,0.0,0.0,-0.016464858754811587
2000-02-22,0.00013198891803694812,0.0,0.0009275057014349605,0.0,0.0,0.00022786609384165945
2000-02-23,0.02152773971286579,0.0,0.017104605690750924,0.0,0.0,0.012616902626292805
2000-02-24,0.008516962437063067,0.0,0.006464109646280627,0.0,0.0,0.007125983527022796
2000-02-25,-0.008099757674851478,0.0,-0.006875017967073439,0.0,0.0,-0.006716058938957712
2000-02-28,-0.003171005884566564,0.0,-0.0002301848167154442,0.0,0.0,-0.0036403461407129812
2000-02-29,0.012307529307240186,0.0,0.007879858030936349,0.0,0.0,0.011144931320026745
2000-03-01,0.004505210154330878,0.0,0.0024123844691729024,0.0,0.0,0.004269530015697406
2000-03-02,-0.0034042450073923356,0.0,-0.007002374758470134,0.0,0.0,-0.0011686104919272798
2000-03-03,0.021199188509713168,0.0,0.016775650446890153,0.0,0.0,0.017814421366060915
2000-03-06,0.001502774972373605,0.0,0.0022465953819096164,0.0,0.0,0.0007914961674560698
2000-03-07,-0.010648325748499042,0.0,-0.004398676093548208,0.0,0.0,-0.010651961865716339
2000-03-08,0.006548409790243586,0.0,0.002560052778034975,0.0,0.0,0.0064796534162397754
2000-03-09,0.015691738200121288,0.0,0.009629169754010625,0.0,0.0,0.018927176305821882
2000-03-10,-0.0006370998559907017,0.0,-0.0012895687399037,0.0,0.0,-0.00029468811895452785
2000-03-13,-0.010056828871749428,0.0,-0.007530091928107122,0.0,0.0,-0.011528069077158155
2000-03-14,-0.014786617923976345,0.0,-0.010540248344568608,0.0,0.0,-0.01698462055982591
2000-03-15,-0.014580732933767144,0.0,-0.011763051272934514,0.0,0.0,-0.015882917204813517
2000-03-16,0.022163345064058926,0.0,0.015564668725121675,0.0,0.0,0.025302910628495878
2000-03-17,0.010064610167156905,0.0,0.004999873840701974,0.0,0.0,0.012521264622538792
2000-03-20,-0.007654137202797997,0.0,-0.007580352169448969,0.0,0.0,-0.007743630700036183
2000-03-21,0.015012871110052213,0.0,0.009959599373821579,0.0,0.0,0.017554528327417235
2000-03-22,0.008737213062435821,0.0,0.005236954750626088,0.0,0.0,0.010449731247545873
2000-03-23,0.008450492488001792,0.0,0.004540661912847505,0.0,0.0,0.010481495603988622
2000-03-24,0.00505400321781664,0.0,0.0034756954706711063,0.0,0.0,0.007576109890333932
2000-03-27,0.002163264359121772,0.0,0.0003754954417642959,0.0,0.0,-0.0019772046006537917
2000-03-28,-0.011679544113084151,0.0,-0.006887091521140122,0.0,0.0,-0.014302550609196645
2000-03-29,-0.016595584872955052,0.0,-0.01112086336234842,0.0,0.0,-0.019321338320510136
2000-03-30,-0.01214473702780589,0.0,-0.006670075004036643,0.0,0.0,-0.014945770306037325
2000-03-31,0.00910260449477893,0.0,0.005740902040386847,0.0,0.0,0.00909100734377738
2000-04-03,-0.02446381598847322,0.0,-0.01789041900061728,0.0,0.0,-0.028782313809663018
2000-04-04,-0.004725059065927511,0.0,-0.0029949595854889097,0.0,0.0,-0.008346703587062554
2000-04-05,-0.0027709982030425604,0.0,-0.006418512630510488,0.0,0.0,-0.0011790527740631813
2000-04-06,0.009198418048360968,0.0,0.010324043802369646,0.0,0.0,0.007632633986231651
2000-04-07,0.01898375988100203,0.0,0.018043924197771382,0.0,0.0,0.011461614240224674
2000-04-10,-0.025477438128217244,0.0,-0.028121511896229544,0.0,0.0,-0.021181942427299934
2000-04-11,-0.012567851810901164,0.0,-0.010824954668954135,0.0,0.0,-0.0075014118214149165
2000-04-12,-0.03127905589977378,0.0,-0.026568408928850925,0.0,0.0,-0.018369913690080376
2000-04-13,-0.015825801952934756,0.0,-0.019012576919816268,0.0,0.0,-0.00432826820221968
2000-04-14,-0.033357642566279454,0.0,-0.03604358366343053,0.0,0.0,-0.012980834480234687
2000-04-17,0.040064753076056656,0.0,0.04448043416270067,0.0,0.0,-4.256718403851899e-05
2000-04-18,0.01865738002242447,0.0,0.008725599719841807,0.0,0.0,0.0
2000-04-19,-0.01333042909720507,0.0,-0.009457941064714235,0.0,0.0,0.0
2000-04-20,-0.006440830454489499,0.0,-0.00679874079711754,0.0,0.0,0.0
2000-04-24,-0.01238663755276658,0.0,-0.008989379503102541,0.0,0.0,0.0
2000-04-25,0.026208913084476752,0.0,0.021125811861593628,0.0,0.0,0.0
2000-04-26,-0.011130169967327314,0.0,-0.01062905788457414,0.0,0.0,0.0
2000-04-27,0.015352085050691276,0.0,0.013657437275259804,0.0,0.0,0.0
2000-04-28,0.008392960779251361,0.0,0.011789650701519085,0.0,0.0,0.0003450360107586274
2000-05-01,0.004704628748110236,0.0,0.002757550159792304,0.0,0.0,0.002901323499485428
2000-05-02,-0.015519400509744234,0.0,-0.017607666778799134,0.0,0.0,-0.0027137668733145867
2000-05-03,-0.011241206157708758,0.0,-0.0034064810259660737,0.0,0.0,-0.006249403096594398
2000-05-04,-0.0010972842826252407,0.0,0.0005717206615037537,0.0,0.0,-3.826003119504832e-05
2000-05-05,0.01023241350710824,0.0,0.007112019978423718,0.0,0.0,0.0
2000-05-08,-0.015146445985361632,0.0,-0.0119814945541759,0.0,0.0,0.0
2000-05-09,-0.008136822713820775,0.0,-0.006605459506923269,0.0,0.0,0.0
2000-05-10,-0.024505337273400263,0.0,-0.022394238938967297,0.0,0.0,0.0
2000-05-11,0.017981817231114243,0.0,-8.197172513681147e-05,0.0,0.0,0.0
2000-05-12,0.002467054196119737,0.0,-0.00012670250416158845,0.0,0.0,0.0
2000-05-15,0.011939431398894914,0.0,0.012379316965352402,0.0,0.0,0.0
2000-05-16,0.011168510682467292,0.0,0.007955655894852144,0.0,0.0,0.0
2000-05-17,-0.006769805200040914,0.0,-0.005867011586613647,0.0,0.0,-0.004015446338892842
2000-05-18,-0.01183387380914684,0.0,-0.010156682567378561,0.0,0.0,-6.164340034604758e-05
2000-05-19,-0.01664029632924727,0.0,-0.013554602406842578,0.0,0.0,0.0
2000-05-22,-0.0010899309410774733,0.0,-7.600421360082644e-05,0.0,0.0,0.0
2000-05-23,-0.025352976548507315,0.0,0.0,0.0,0.0,0.0
2000-05-24,0.019517070865716194,0.0,0.0,0.0,0.0,0.0
2000-05-25,-0.00721085774387576,0.0,0.0,0.0,0.0,0.0
2000-05-26,0.0005422616303420657,0.0,0.0,0.0,0.0,0.0
2000-05-30,0.030226450672278186,0.0,0.0,0.0,0.0,0.0
2000-05-31,-0.008813006397434216,0.0,-0.007703887210088342,0.0,0.0,0.0
2000-06-01,0.01690488009622759,0.0,-7.100654780970606e-05,0.0,0.0,0.0
2000-06-02,0.020541580270084635,0.0,0.019084740134981123,0.0,0.0,0.0
2000-06-05,0.0008725689693926644,0.0,0.0006065752763681504,0.0,0.0,-0.0029693143769920173
2000-06-06,-0.007145985527065086,0.0,-0.007223517091207515,0.0,0.0,-6.993380465154203e-05
2000-06-07,0.007716586045105713,0.0,0.006888995021206919,0.0,0.0,0.0
2000-06-08,-9.12146475505912e-05,0.0,-0.0012575083065469793,0.0,0.0,0.0
2000-06-09,0.0,0.0,0.001345991210515939,0.0,0.0,-0.002418792221482102
2000-06-12,0.0,0.0,-0.008484572763534695,0.0,0.0,-3.689440240143057e-05
2000-06-13,0.0,0.0,0.010314761619439613,0.0,0.0,0.0
2000-06-14,0.0,0.0,-0.006202996276675328,0.0,0.0,0.0
2000-06-15,0.0,0.0,0.00474580290397415,0.0,0.0,-0.003778476711812907
2000-06-16,0.0,0.0,0.0014102475660905717,0.0,0.0,-4.1979785930612974e-05
2000-06-19,0.0,0.0,0.010969739976893782,0.0,0.0,0.0
2000-06-20,0.0,0.0,-0.0011083018456347264,0.0,0.0,0.0
2000-06-21,0.0,0.0,0.0034696424402870206,0.0,0.0,0.0
2000-06-22,0.0,0.0,-0.010144192316618906,0.0,0.0,0.0
2000-06-23,0.0,0.0,-0.010844262034145504,0.0,0.0,0.0
2000-06-26,0.0,0.0,0.007436551950715932,0.0,0.0,0.0
2000-06-27,0.0,0.0,-0.003337809999704512,0.0,0.0,0.0
2000-06-28,0.0,0.0,0.003274991565052376,0.0,0.0,0.0
2000-06-29,0.0,0.0,-0.007077013762007921,0.0,0.0,0.0
2000-06-30,0.0,0.0,0.005525791566970341,0.0,0.0,0.0
2000-07-03,0.0,0.0,0.0054559770166964705,0.0,0.0,0.0
2000-07-05,0.0,0.0,-0.011048449351058818,0.0,0.0,0.0
2000-07-06,0.0,0.0,0.007546834480707022,0.0,0.0,0.0
2000-07-07,0.0,0.0,0.005984676934341554,0.0,0.0,0.0
2000-07-10,0.0007781897541228136,0.0,-0.0046200667193595345,0.0,0.0,0.0
2000-07-11,0.0018323000260976963,0.0,0.001614881023887865,0.0,0.0,0.0
2000-07-12,0.005541589401432727,0.0,0.007504367021352827,0.0,0.0,0.0
2000-07-13,-0.00396135276802444,0.0,0.004280121907567414,0.0,0.0,0.0
2000-07-14,0.0068417558274069925,0.0,0.008376478713292968,0.0,0.0,0.0
2000-07-17,-0.008440974457850182,0.0,0.004724060298593075,0.0,0.0,0.0022346921535375355
2000-07-18,0.0007510731055340597,0.0,-0.00966407515675573,0.0,0.0,-0.00530266053631604
2000-07-19,-0.0017666808621074812,0.0,-0.00987865304603629,0.0,0.0,-0.0064610376714043785
2000-07-20,0.01148474555599234,0.0,0.013874437428697074,0.0,0.0,0.004947459477719839
