Date,RPAR_3,XSMOM_T2_126,SEASON_TQQQ,TREND_TQQQ_QQQ,CURVE_TMF,TREND_DRN_VNQ,TREND_UGL_GLD,TREND_UPRO_slow,TSMOM_L4,RPAR_6
1999-04-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1999-04-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1999-04-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1999-04-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1999-04-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1999-04-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1999-04-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1999-04-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1999-04-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1999-04-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1999-04-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1999-04-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1999-04-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1999-04-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1999-04-30,0.0,0.0,0.0038250143088735446,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1999-05-03,0.0,0.0,-0.0034411944042965522,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1999-05-04,0.0,0.0,-0.010278126084717485,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1999-05-05,0.0,0.0,0.01898281493251,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1999-05-06,0.0,0.0,-0.021023991706858945,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1999-05-07,0.0,0.0,-0.00013652462903712443,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1999-05-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1999-05-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1999-05-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1999-05-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1999-05-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1999-05-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1999-05-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1999-05-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1999-05-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1999-05-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1999-05-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1999-05-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1999-05-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1999-05-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1999-05-28,0.0,0.0,0.009650878376374225,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1999-06-01,0.0,0.0,-0.013277924117937847,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1999-06-02,0.0,0.0,0.00964793424503004,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1999-06-03,0.0,0.0,-0.008166298087467964,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1999-06-04,0.0,0.0,0.017265269833764897,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1999-06-07,0.0,0.0,-0.00014244797224836968,0.0,0.0,0.0,0.0,0.0,0.0,0.06121275572329634
1999-06-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.005433125674559852,-0.0602193092885047
1999-06-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00014869742534074065,0.024770528408207558
1999-06-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00913952095117719,-0.015423416190956624
1999-06-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00015898334759450447,-0.019366454859747004
1999-06-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.022358484045031064
1999-06-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015848947212989493
1999-06-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05205792076926266
1999-06-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007590450642270609
1999-06-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003030476590476257
1999-06-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014806428670358064,0.020392418241211407
1999-06-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.028589055010065118,-0.019212760101576555
1999-06-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012423328518967948,0.009165952867439594
1999-06-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.023025253447500598,-0.011544838704391415
1999-06-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.696961035914864e-05,-0.0007966248198114759
1999-06-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02219131630707819,0.01320662486521059
1999-06-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01423072238718117,0.007334398001959029
1999-06-30,0.0,0.0,0.010433826358406782,0.0,0.0,0.0,0.0,0.0,0.016250764524913565,0.008201710777025226
1999-07-01,0.0,0.0,0.004509108180310092,0.0,0.0,0.0,0.0,0.0,0.016117929677132475,0.0035202779764442298
1999-07-02,0.0,0.0,0.008570182359177772,0.0,0.0,0.0,0.0,0.0,0.012064620588844516,0.006630846754406369
1999-07-06,0.0,0.0,-0.004407306123177519,0.0,0.0,0.0,0.0,0.0,-0.00043578432848857617,-0.0034353537164116335
1999-07-07,0.0,0.0,0.0009825289375232204,0.0,0.0,0.0,0.0,0.0,0.004049342321303488,0.0007665879487864021
1999-07-08,0.0,0.0,-0.00017917716644447375,0.0,0.0,0.0,0.0,0.0,0.012183569302918407,0.006930839839323181
1999-07-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009303211657471628,0.005141920435274534
1999-07-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0016275040032465945,-0.0027842099226204615
1999-07-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.004265692106406836,-0.0025188333582833325
1999-07-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013308657270218531,0.00870384627004873
1999-07-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00755831394350217,0.00462090865643584
1999-07-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008500532937503635,0.004633403948200189
1999-07-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.01098251511910459,-0.005244185040761754
1999-07-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0390489019409349,-0.019494840706986902
1999-07-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0048078719848083,0.002164903546282728
1999-07-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.020584015829060383,-0.01184794217324249
1999-07-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0013115913995237836,0.0006112773619599387
1999-07-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.01575909632098197,-0.011112210834690162
1999-07-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00016880711033621438,0.008995628802796108
1999-07-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002908964172004606,0.008755078397246862
1999-07-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.011778497545961946,-0.009683043170591488
1999-07-30,0.0,0.0,-0.0037224794935800535,0.0,0.0,0.0,0.0,0.0,-0.0034653734773434927,-0.0022900700897996616
1999-08-02,0.0,0.0,-0.0022218856762526015,0.0,0.0,0.0,0.0,0.0,-8.532842548973637e-05,-0.0013071602215744438
1999-08-03,0.0,0.0,-0.006254269892083984,0.0,0.0,0.0,0.0,0.0,0.0,-0.0029923296065953175
1999-08-04,0.0,0.0,-0.017001439099759316,0.0,0.0,0.0,0.0,0.0,0.0,-0.008215917772591536
1999-08-05,0.0,0.0,0.013793704338919974,0.0,0.0,0.0,0.0,0.0,0.0,0.007087341152705217
1999-08-06,0.0,0.0,-0.00022513766809657346,0.0,0.0,0.0,0.0,0.0,0.0,-0.004904851054287879
1999-08-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.005847033490818853
1999-08-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0041200263601714245
1999-08-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014744639189941577
1999-08-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0053469884686837554
1999-08-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019533770713542054
1999-08-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0035326861469233027
1999-08-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002173558213472926
1999-08-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.005121201620984983
1999-08-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.005421661455852733
1999-08-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007081751437683503
1999-08-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009311344528421606,0.014247957181180425
1999-08-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001893127720096743,0.002991737182721077
1999-08-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012689834662871385,0.009509721998256926
1999-08-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.008535274525266133,-0.007553318696531186
1999-08-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.004520737791456895,-0.00454088710593471
1999-08-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.008986960013951458,-0.006406056158995954
1999-08-31,0.0,0.0,0.015398659981495113,0.0,0.0,0.0,0.0,0.0,0.00561816044054114,0.0049377978770403065
1999-09-01,0.0,0.0,0.00968419624924807,0.0,0.0,0.0,0.0,0.0,0.0034851018482148647,0.00317190197124565
1999-09-02,0.0,0.0,-0.004940120673928551,0.0,0.0,0.0,0.0,0.0,-0.0022422724946400234,-0.0016463275278605415
1999-09-03,0.0,0.0,0.061386120460280566,0.0,0.0,0.0,0.0,0.0,0.02420100740850623,0.020589817768846663
1999-09-07,0.0,0.0,-0.003894830334041593,0.0,0.0,0.0,0.0,0.0,-0.0010586154399194624,-0.00208738270615092
1999-09-08,0.0,0.0,-0.00022283144651553065,0.0,0.0,0.0,0.0,0.0,-0.005251347452303165,-0.006154861760441721
1999-09-09,0.0,0.03324787470270287,0.0,0.0,0.0,0.0,0.0,0.0,0.008569429608673093,0.006331832004476057
1999-09-10,0.0,0.04863908325073174,0.0,0.0,0.0,0.0,0.0,0.0,0.008404309750003969,0.005115195146981844
1999-09-13,0.0,-0.04078224861587569,0.0,0.0,0.0,0.0,0.0,0.0,-0.010334299703174087,-0.005469680639987595
1999-09-14,0.0,0.019223342353889273,0.0,0.0,0.0,0.0,0.0,0.0,0.006331854043968827,0.0024126733468990856
1999-09-15,0.0,-0.04502044527586643,0.0,0.0,0.0,0.0,0.0,0.0,-0.01550215539835498,-0.00875685878210049
1999-09-16,0.0,-0.004236712274877013,0.0,0.0,0.0,0.0,0.0,0.0,-0.001994650270364965,-0.0002960773950589357
1999-09-17,0.0,0.04015574343478563,0.0,0.0,0.0,0.0,0.0,0.0,0.018835445004942844,0.013430154136413618
1999-09-20,0.0,0.00398399976948039,0.0,0.0,0.0,0.0,0.0,0.0,0.002294507821443971,0.0009875136612226608
1999-09-21,0.0,-0.02790084363402039,0.0,0.0,0.0,0.0,0.0,0.0,-0.01628458880004414,-0.010870109431598168
1999-09-22,0.0,0.006527244553102546,0.0,0.0,0.0,0.0,0.0,0.0,0.003942025705459959,0.004700427147615027
1999-09-23,0.0,-0.04182766796220221,0.0,0.0,0.0,0.0,0.0,0.0,-0.02688342083987492,-0.018714541629032605
1999-09-24,0.0,0.0013299390165074495,0.0,0.0,0.0,0.0,0.0,0.0,0.00021135323922864233,0.00051833124749886
1999-09-27,0.0,0.006864979844720152,0.0,0.0,0.0,0.0,0.0,0.0,0.0016682677952363255,0.0030925125040052403
1999-09-28,0.0,0.003543387791634509,0.0,0.0,0.0,0.0,0.0,0.0,0.0008661190114130716,0.0020244397164254743
1999-09-29,0.0,-0.01542410891636914,0.0,0.0,0.0,0.0,0.0,0.0,-0.007618481396260958,-0.009090581163886462
1999-09-30,0.0,0.006782719701258164,0.009002372922628041,0.0,0.0,0.0,0.0,0.0,0.0008666004147130362,0.004654325991069785
1999-10-01,0.0,-0.0022468932397610155,0.00021126181202698937,0.0,0.0,0.0,0.0,0.0,2.1776242090522697e-05,0.0001079771908334859
1999-10-04,0.0,0.017502498166656028,0.019634861393099654,0.0,0.0,0.0,0.0,0.0,-2.4386399502442385e-05,0.010034146214211392
1999-10-05,0.0,0.004504830138352716,0.005711789038609782,0.0,0.0,0.0,0.0,0.0,0.002394396134692612,0.0031304971590445873
1999-10-06,0.0,0.011226637249609749,0.016253888034624707,0.0,0.0,0.0,0.0,0.0,0.0017341210079375256,0.008948534644644323
1999-10-07,0.0,-0.0026579876619131897,-0.0002081597727706463,0.0,0.0,0.0,0.0,0.0,-0.0007230334566478432,-0.0011233845113444608
1999-10-08,0.0,0.0032455756199037053,0.0,0.0,0.0,0.0,0.0,0.0,0.0028410101183603924,0.004668925974398663
1999-10-11,0.0,0.008092427958068528,0.0,0.0,0.0,0.0,0.0,0.0,0.003815718994330477,0.006273922006462707
1999-10-12,0.0,-0.013758055347014476,0.0,0.0,0.0,0.0,0.0,0.0,-0.006234539639254737,-0.01028949028180986
1999-10-13,0.0,-0.01821495891256735,0.0,0.0,0.0,0.0,0.0,0.0,-0.008010695728977607,-0.013420371802352492
1999-10-14,0.0,7.17649360137916e-05,0.0,0.0,0.0,0.0,0.0,0.0,-7.415273309846879e-05,0.0027423030638487945
1999-10-15,0.0,-0.01622466656818063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.013344395312761331
1999-10-18,0.0,-0.006328034494047575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.005762738667295508
1999-10-19,0.0,-0.0030609156433428234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0023709518312034273
1999-10-20,0.0,0.02010462614334471,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013655024112374358
1999-10-21,0.0,-5.279797588405808e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0015505262212822737,0.007279828615630001
1999-10-22,0.0,-0.0006469109483853213,0.0,0.0,0.0,0.0,0.0,0.0,-0.0004563065771977185,-0.0021003591354501637
1999-10-25,0.0,0.0007750119568509702,0.0,0.0,0.0,0.0,0.0,0.0,5.2711458788253235e-05,0.00015952073286966683
1999-10-26,0.0,-0.0020953485155925126,0.0,0.0,0.0,0.0,0.0,0.0,-0.0024706204383238605,-0.0036962539294650375
1999-10-27,0.0,-0.0007867276785296344,0.0,0.0,0.0,0.0,0.0,0.0,-0.0005020386140175424,-0.0007531595339130004
1999-10-28,0.0,0.015789645204144307,0.0,0.0,0.0,0.0,0.0,0.0,0.01034748398696831,0.015505328972605613
1999-10-29,0.0,0.017859464780118114,0.029049673153373725,0.0,0.0,0.0,0.0,0.0,0.009576061389968702,0.01564826040387406
1999-11-01,0.0,-0.0016412226410637096,-0.0040389563034859055,0.0,0.0,0.0,0.0,0.0,-0.0030188427494053788,-0.002422543417232942
1999-11-02,0.0,-0.0009667742543865594,0.00032933756847800026,0.0,0.0,0.0,0.0,0.0,-0.001394385603177334,0.00019880778683535326
1999-11-03,0.0,0.008050905834321966,0.014748846467457447,0.0,0.0,0.0,0.0,0.0,0.0066258244661206184,0.008901256286349302
1999-11-04,0.0,0.004290570766890539,0.007991574813329582,0.0,0.0,0.0,0.0,0.0,0.0061978497683488915,0.004986394049773434
1999-11-05,0.0,0.004770478475127033,-0.00019104459506739268,0.0,0.0,0.0,0.0,0.0,0.00801491691582802,0.004513331734890713
1999-11-08,0.0,0.006849001735505096,0.0,0.0,0.0,0.0,0.0,0.0,0.008199347222200665,0.009004305471193408
1999-11-09,0.0,-0.004099464337519881,0.0,0.0,0.0,0.0,0.0,0.0,-0.0069373355220012315,-0.0031022031779301684
1999-11-10,0.0,0.006870778165839227,0.0,0.0,0.0,0.0,0.0,0.0,0.007901573779881616,0.0058324811771025
1999-11-11,0.0,0.0070365259474204295,0.0,0.0,0.0,0.0,0.0,0.0,0.008591157458091966,0.007965800628609064
1999-11-12,0.0,0.004140609349147583,0.0,0.0,0.0,0.0,0.0,0.0,0.005142286890249816,0.005851069461408753
1999-11-15,0.0,-0.0015180523393967858,0.0,0.0,0.0,0.0,0.0,0.0,-0.002044730392439032,-0.0009463343473329221
1999-11-16,0.0,0.01039988544613456,0.0,0.0,0.0,0.0,0.0,0.0,0.015084591687946578,0.011348422943332192
1999-11-17,0.0,-0.005255657069808667,0.0,0.0,0.0,0.0,0.0,0.0,-0.007873535463392195,-0.006161403083662592
1999-11-18,0.0,0.014467900890203222,0.0,0.0,0.0,0.0,0.0,0.0,0.01734984858182561,0.01372750599436634
1999-11-19,0.0,0.004032221574644301,0.0,0.0,0.0,0.0,0.0,0.0,0.003611566856456248,0.003955478130098077
1999-11-22,0.0,-0.00209802628079169,0.0,0.0,0.0,0.0,0.0,0.0,-0.0021886410256042243,-0.006935893000465959
1999-11-23,0.0,-0.001017465318163685,0.0,0.0,0.0,0.0,0.0,0.0,-0.001326577696647219,0.0020029292648499285
1999-11-24,0.0,0.010823787014346069,0.0,0.0,0.0,0.0,0.0,0.0,0.012390649202443165,0.014748773694466488
1999-11-26,0.0,0.0024086366778946766,0.0,0.0,0.0,0.0,0.0,0.0,0.0027586301596683243,0.0013829662045498625
1999-11-29,0.0,-0.005736414316524379,0.0,0.0,0.0,0.0,0.0,0.0,-0.006317025585670572,-0.00749132197477837
1999-11-30,0.0,-0.01535122030827218,-0.027852189826355615,0.0,0.0,0.0,0.0,0.0,-0.01678724540140338,-0.01718673042890394
1999-12-01,0.0,0.006994936237451438,0.016112392042554907,0.0,0.0,0.0,0.0,0.0,0.007327223674663969,0.00968945088334735
1999-12-02,0.0,0.012442244667299361,0.022663185781126374,0.0,0.0,0.0,0.0,0.0,0.013033468969214482,0.014210380926958109
1999-12-03,0.0,0.01113068983787075,0.013887257668392234,0.0,0.0,0.0,0.0,0.0,0.011386076995779178,0.00950606041140024
1999-12-06,0.0,0.0035341947143436026,0.005693764044054643,0.0,0.0,0.0,0.0,0.0,0.0034410666390309427,0.004019472451181427
1999-12-07,0.0,0.0004944174178574511,-0.00016951144301013567,0.0,0.0,0.0,0.0,0.0,0.0005164673093788108,-6.845238095234407e-05
1999-12-08,0.0,-0.005184667774337698,0.0,0.0,0.0,0.0,0.0,0.0,-0.005178794433526505,-0.005528382805447701
1999-12-09,0.0,0.00043377317701928094,0.0,0.0,0.0,0.0,0.0,0.0,0.0003372844210086479,0.0020709195759599174
1999-12-10,0.0,0.0029325658483769943,0.0,0.0,0.0,0.0,0.0,0.0,0.0029777361764266198,0.0036580032755959445
1999-12-13,0.0,0.004475098227369395,0.0,0.0,0.0,0.0,0.0,0.0,0.004524542752857303,0.006046900877564254
1999-12-14,0.0,-0.008414632395400279,0.0,0.0,0.0,0.0,0.0,0.0,-0.00901803869784422,-0.008185413230668797
1999-12-15,0.0,0.00884956585105473,0.0,0.0,0.0,0.0,0.0,0.0,0.009155747990981797,0.008595690542846424
1999-12-16,0.0,0.009696192214790372,0.015415050738729844,0.0,0.0,0.0,0.0,0.0,0.010230013546801855,0.011034012557419414
1999-12-17,0.0,0.004364641369437039,0.005206203702463087,0.0,0.0,0.0,0.0,0.0,0.004550173009281597,0.003825245720331227
1999-12-20,0.0,0.005050810611540918,0.00789151092229387,0.0,0.0,0.0,0.0,0.0,0.006060963387522329,0.005806517662638289
1999-12-21,0.0,0.016348131882127668,0.032577356138205865,0.0,0.0,0.0,0.0,0.0,0.019260723135704982,0.024121327912916234
1999-12-22,0.0,-0.0007758394220040543,-0.0017011044582241164,-0.0031366080214470524,0.0,0.0,0.0,0.0,-0.0007982877016675534,-0.0014832264630557145
1999-12-23,0.0,0.0038053776085371525,0.0060581551205227055,0.02582993459641117,0.0,0.0,0.0,0.0,0.004045170395167318,0.005294105350168865
1999-12-27,0.0,0.00032012839305530226,-0.003104609182771891,-0.013524854325627266,0.0,0.0,0.0,0.0,0.0006243675007884107,-0.00271831317128316
1999-12-28,0.0,-0.0035725634625924205,-0.003287341490027881,-0.014313676268221623,0.0,0.0,0.0,0.0,-0.004102174676534772,-0.0028907028904819
1999-12-29,0.0,0.012082944219281643,0.019196649821550404,0.08372880025799465,0.0,0.0,0.0,0.0,0.01308878388810931,0.0169719679103557
1999-12-30,0.0,-0.0026957350172293086,-0.0053499481331811555,-0.012895443687184798,0.0,0.0,0.0,0.0,-0.0027127308659486956,-0.004933219971989367
1999-12-31,0.0,-0.0011562326250709853,-0.0007327119942536785,-0.0017088841835145635,0.0,0.0,0.0,0.0,-0.0012983449950301207,-0.0006832996929061363
2000-01-03,0.0,0.01476759535861541,0.017951845949910547,0.04142871417349727,0.0,0.0,0.0,0.0,0.015744595734346792,0.016552777642093074
2000-01-04,0.0,-0.026918755336445933,-0.03189064579865614,-0.058047627414996014,0.0,0.0,0.0,0.0,-0.02708757563046078,-0.030939374000116208
2000-01-05,0.0,-0.009145209290918463,-0.011541577564464006,-0.012247773321814075,0.0,0.0,0.0,0.0,-0.006972698331536122,-0.011541577564464006
2000-01-06,0.0,-0.022980013557770265,-0.030972896674425224,-0.031327852806502306,0.0,0.0,0.0,0.0,-0.01683502649591301,-0.030972896674425224
2000-01-07,0.0,0.031687968435835746,-0.00012,0.04379537304977361,0.0,0.0,0.0,0.0,0.00640106312807066,0.05558897486291229
2000-01-10,0.0,0.014729172518795002,0.0,0.006095510784243286,0.0,0.0,0.0,0.0,0.009814239608539192,0.012431267497995124
2000-01-11,0.0,-0.017389801669256206,0.0,-0.010653258805937775,0.0,0.0,0.0,0.0,-0.010242918438575872,-0.021960148536021844
2000-01-12,0.0,-0.005979118596558891,0.0,-0.004635463914883679,0.0,0.0,0.0,0.0,-0.003051776603766523,-0.009976119649302706
2000-01-13,0.0,0.015552784534136237,0.0,0.012452401775799357,0.0,0.0,0.0,0.0,0.007732144784208491,0.027055604243392973
2000-01-14,0.0,0.010340505510157477,0.0,0.004504829087666308,0.0,0.0,0.0,0.0,0.006093634524903268,0.010410983177255029
2000-01-18,0.0,0.0023332427333527307,0.0,0.001011998355201382,0.0,0.0,0.0,0.0,-9.002401315708732e-05,0.002341246564681787
2000-01-19,0.0,0.005421643579164287,0.0,0.0043768891184598055,0.0,0.0,0.0,0.0,0.002511394385419313,0.010118122116855833
2000-01-20,0.0,-0.0009453243077603257,0.0,-0.0019219942659778565,0.0,0.0,0.0,0.0,-1.0365441999526902e-05,-0.004463118185398928
2000-01-21,0.0,0.003004711158774681,0.0,0.0023826244963231894,0.0,0.0,0.0,0.0,0.0014036739038898057,0.005552780600479423
2000-01-24,0.0,-0.018222836845961165,0.0,-0.009320688116299648,0.0,0.0,0.0,0.0,-0.00673224812185972,-0.02169189479304867
2000-01-25,0.0,0.008119847102596667,0.0,0.0027348236093887954,0.0,0.0,0.0,0.0,0.0016100197187169194,0.0066846207714916
2000-01-26,0.0,-0.016506098690514413,0.0,-0.007495382215020713,0.0,0.0,0.0,0.0,-0.0031083266786685135,-0.01821352367558939
2000-01-27,0.0,0.0010452557322947504,0.0,0.002628231519006163,0.0,0.0,0.0,0.0,-7.571422640514763e-05,0.006549263079916256
2000-01-28,0.0,-0.0194396688900366,0.0,-0.00911795335386775,0.0,0.0,0.0,0.0,-0.003557105616618955,-0.02273952501103933
2000-01-31,0.0,0.01705047096550901,0.019106913437873196,0.007362944451665787,0.0,0.0,0.0,0.0,0.0030378729802446416,0.019226913437873194
2000-02-01,0.0,0.010691008805165391,0.011999487405386223,0.004495009863297462,0.0,0.0,0.0,0.0,0.0018791346410491835,0.011999487405386223
2000-02-02,0.0,0.0034694931089849722,0.0037439297064584265,0.00139155549147167,0.0,0.0,0.0,0.0,0.0006137054429005821,0.0037439297064584265
