,net_ret,mult,p_bad
2020-05-14,0.00010943463869117487,0.0,0.7837302369364951
2020-05-15,-0.0002185511811765295,0.0,0.7947847553114977
2020-05-18,0.0,0.0,0.7872199920610836
2020-05-19,0.0,0.0,0.731631243043371
2020-05-20,2.293481913387623e-05,0.00510627086988702,0.7042475662630194
2020-05-21,-0.00023924728736375,0.08725730121094177,0.7214256614173586
2020-05-22,-8.416242621918179e-05,0.035723015747924136,0.7207786274879376
2020-05-25,-5.2030534774854115e-08,0.03766411753618715,0.6870435914862996
2020-05-26,0.00021113449246025858,0.13886922554110137,0.785562517748789
2020-05-27,-0.0001091404595549017,0.0,0.7850342420207947
2020-05-28,0.0,0.0,0.7592337847847923
2020-05-29,0.0,0.0,0.7549616076816665
2020-06-01,0.00010915237249498055,0.0,0.7719491085581868
2020-06-02,0.0,0.0,0.810313455849221
2020-06-03,0.0,0.0,0.8065971617064442
2020-06-04,0.0,0.0,0.7758127661901424
2020-06-05,-0.00021808479968554728,0.0,0.761059265614311
2020-06-08,0.00010896810441796134,0.0,0.7746998412579214
2020-06-09,0.0,0.0,0.7779125889690137
2020-06-10,0.00010915237249498055,0.0,0.793211264809981
2020-06-11,-0.00021808479968554728,0.0,0.7598637582926369
2020-06-12,0.00021813237103995853,0.0,0.8291525302991024
2020-06-15,0.0,0.0,0.7727805085004843
2020-06-16,0.0,0.0,0.6857691327826007
2020-06-17,-0.00013116877606229044,0.1426926016521981,0.6978151809889482
2020-06-18,0.0008001038418121696,0.10655445703315536,0.6978529185506414
2020-06-19,0.0006277196099242328,0.106441244348076,0.7057144086763417
2020-06-22,0.0006367696980326187,0.0828567739709749,0.6927872666624668
2020-06-23,0.0004879842485996737,0.12163820001259962,0.6586150809968758
2020-06-24,-0.0014265187092801356,0.2241547570093726,0.6314720323998622
2020-06-25,0.002698791535629253,0.3055839028004136,0.658135586134621
2020-06-26,-0.0007467660568977405,0.22559324159613714,0.6877080718411367
2020-06-29,0.0005856236670215556,0.13687578447659,0.7147725349403662
