window,start,mult,qqq,spy,vs_qqq,vs_spy
2007-01-01_5,2007-01-01,1.5232038556692273,1.282865501871632,1.1275561418433728,0.1873449347939864,0.35088959134135367
2007-01-01_10,2007-01-01,2.788668356948341,2.1564128807253513,1.78184955243687,0.29319778316771994,0.5650414217825173
2007-01-01_end,2007-01-01,19.360135625361828,8.548061304838338,4.562466682268793,1.2648568997046947,3.2433483844608695
2007-04-01_3,2007-04-01,1.3761868556595775,1.1879345048146392,1.0683224390181416,0.15847031135299194,0.28817555954771823
2007-04-01_5,2007-04-01,1.9018864787422767,1.5283678472940447,1.2683695711384955,0.2443905321022959,0.49947343583395254
2007-04-01_10,2007-04-01,3.0964857724743897,2.360650361801262,1.863905320405516,0.3117087657621853,0.6612891967070036
2007-04-01_end,2007-04-01,20.425181706755062,8.417654788445562,4.528812883868519,1.4264693932081358,3.510052022575028
2007-07-01_3,2007-07-01,1.1745080389299494,1.0514490917505024,0.9500944536919488,0.11703747537084519,0.2362013422622955
2007-07-01_5,2007-07-01,1.7323429532222114,1.4303201391278086,1.2293608031997147,0.21115749253070892,0.4091411965578873
2007-07-01_10,2007-07-01,2.9294097551389764,2.401782986587343,1.8939239116121833,0.21968128323755454,0.5467409948086808
2007-07-01_end,2007-07-01,18.448881931484717,8.279888688339128,4.4912629365944285,1.2281557912085166,3.107726978343841
2007-10-01_3,2007-10-01,1.3254550426121137,1.2141382828722538,1.0837395758758108,0.09168375736948264,0.22303833145611884
2007-10-01_5,2007-10-01,1.819263252910868,1.5090016004392468,1.3101146183629206,0.20560723884011045,0.38862907673235814
2007-10-01_10,2007-10-01,3.0588603680769517,2.485944141931632,1.9524884939007816,0.23046222820604134,0.5666470648263866
2007-10-01_end,2007-10-01,18.24774366704679,8.151461246498783,4.456256039468383,1.2385855879379375,3.0948597893454277
2008-01-01_3,2008-01-01,1.4624384884914607,1.3529167234559276,1.2093998158205377,0.08095233293869541,0.20922665057563683
2008-01-01_5,2008-01-01,1.5536170426617566,1.4333171608745288,1.3012261049283953,0.08393109708797986,0.19396393661134703
2008-01-01_10,2008-01-01,3.2349147354692174,2.6122806092540842,2.055424619431777,0.23834886803869093,0.5738425553954447
2008-01-01_end,2008-01-01,19.007390803152166,8.058180213540078,4.42746418522149,1.35876963526011,3.2930648353062386
2008-04-01_3,2008-04-01,1.556686540497021,1.4058080278180496,1.2819010829145085,0.10732511814799461,0.2143577700689392
2008-04-01_5,2008-04-01,1.5691748580083005,1.4816992584514952,1.4172249369556906,0.059037351242400504,0.10721651665190857
2008-04-01_10,2008-04-01,3.7364226613886453,2.6167064827651756,1.9978683788337177,0.4279104997058065,0.8702046145651656
2008-04-01_end,2008-04-01,18.46219682990565,7.914244662302973,4.381185808191391,1.3327806528201669,3.2139725723084727
2008-07-01_3,2008-07-01,1.5647035750285347,1.4027621779991772,1.2986302943100028,0.11544465595753506,0.20488762805268146
2008-07-01_5,2008-07-01,1.612792537167619,1.5299410618025349,1.4630387973561505,0.054153377168314476,0.10235800997354794
2008-07-01_10,2008-07-01,3.925852735179837,2.73881825526379,2.0369912603630884,0.4334111902586677,0.9272801074659809
2008-07-01_end,2008-07-01,14.64987486122766,7.779234277888158,4.342330124360827,0.8832026826687482,2.373735861085426
2008-10-01_3,2008-10-01,1.4166666570646496,1.2499842509316899,1.095523720914608,0.13334760498679965,0.2931410155883547
2008-10-01_5,2008-10-01,1.8690633131693157,1.659945849282049,1.5133154938269908,0.12597848536909395,0.23507842270396773
2008-10-01_10,2008-10-01,4.467691912965163,2.8814347468148553,2.1499640759822065,0.5505094876445702,1.0780309600866738
2008-10-01_end,2008-10-01,14.82025831254951,7.622643015979564,4.2847468932028,0.9442414240679222,2.4588410195383874
2009-01-01_3,2009-01-01,1.3419990475807766,1.261496848612814,1.1860656269587908,0.06381482368068192,0.13147115731008663
2009-01-01_5,2009-01-01,1.8906844732058583,1.7411522793798777,1.5995670131557134,0.08588116938240309,0.18199766415275875
2009-01-01_10,2009-01-01,2.8110508165896535,2.2776880944691063,1.7913781395744532,0.23416846381017153,0.5692112985466187
2009-01-01_end,2009-01-01,13.68018285964591,7.3385234842495395,4.185498916373961,0.8641601255357827,2.2684712463138124
2009-04-01_3,2009-04-01,1.4866349551138116,1.4215008445004886,1.2674924852394787,0.045820662622406694,0.17289449241423194
2009-04-01_5,2009-04-01,1.6483511981293444,1.6665443710404602,1.558435524753547,-0.010916704785818188,0.05769611379336115
2009-04-01_10,2009-04-01,3.1313634925995486,2.5462942694836657,1.9747526022778576,0.22977282324659298,0.5856991346599831
2009-04-01_end,2009-04-01,12.838872282574831,7.026393503850885,4.061782497230279,0.8272350211439707,2.1608960576617853
2009-07-01_3,2009-07-01,1.346246818311403,1.2786190098918553,1.1838079406849005,0.05289128966201395,0.13721725631652903
2009-07-01_5,2009-07-01,1.7582576958173681,1.6872639524667354,1.571613004154601,0.04207625205697174,0.11875995628018265
2009-07-01_10,2009-07-01,3.2416783179130233,2.526970928232765,1.9785433907591214,0.28283166287951267,0.6384165912425435
2009-07-01_end,2009-07-01,13.140290445814719,6.770781854451471,3.9562695173991194,0.9407345751621867,2.32138404323203
2009-10-01_3,2009-10-01,1.3533976960577383,1.304688371532362,1.2180260054395666,0.03733406811020079,0.11114023018689001
2009-10-01_5,2009-10-01,1.687803732241848,1.6488444810167109,1.4955790717366506,0.02362821459129605,0.1285285841035393
2009-10-01_10,2009-10-01,2.9289750748120884,2.397482206851656,1.9050981938963485,0.22168793012999344,0.5374404763996361
2009-10-01_end,2009-10-01,14.500732000558827,6.565700192672211,3.869888998657935,1.2085583525033137,2.747066648575097
2010-01-01_3,2010-01-01,1.1791585297859364,1.199896879820935,1.1762661342584924,-0.017283443588997027,0.002458963531469349
2010-01-01_5,2010-01-01,1.55673700724986,1.68053995078343,1.5353223762038168,-0.07366855127475891,0.013947970392375941
2010-01-01_10,2010-01-01,3.234018679255981,2.6145026446716413,2.034903701770382,0.23695368442136178,0.5892735741953585
2010-01-01_end,2010-01-01,12.417706898875297,6.3629400789153365,3.7849645772485254,0.9515674742912386,2.2807987090601336
2010-04-01_3,2010-04-01,1.1571434873299475,1.2240157706054908,1.2618732082816602,-0.05463351443785991,-0.08299543905391815
2010-04-01_5,2010-04-01,1.5430352577740156,1.6463099667841155,1.4961329302130009,-0.06273102337577141,0.03134903765157904
2010-04-01_10,2010-04-01,2.7688210277314314,2.1617517827430714,1.5213505132050689,0.28082282611468123,0.8199757410922246
2010-04-01_end,2010-04-01,12.529070891981958,6.188713626189305,3.7109226530910164,1.0245032568580368,2.376268400944939
2010-07-01_3,2010-07-01,1.2018680970625655,1.2380155021548207,1.268451950597943,-0.029197861439811623,-0.0524922158099802
2010-07-01_5,2010-07-01,1.7004127542326637,1.6235674050520223,1.4647627866611777,0.04733117266429665,0.1608792698158541
2010-07-01_10,2010-07-01,3.8857490626966675,2.8566203934326135,1.8705677743167888,0.36026091238094726,1.0773099569278686
2010-07-01_end,2010-07-01,12.603594712945776,6.022467715854263,3.639365917682506,1.0927625198830988,2.463129291756284
2010-10-01_3,2010-10-01,1.3063792760404946,1.3132211361864052,1.2809668092958575,-0.005209983267387419,0.01983850522919184
2010-10-01_5,2010-10-01,1.5852748077148593,1.4677564169115371,1.3107106723702815,0.0800666850774907,0.20947730199530423
2010-10-01_10,2010-10-01,4.195912862695988,3.0697377128647942,1.967985797426754,0.36686363955837953,1.1320849307867809
2010-10-01_end,2010-10-01,11.950334287511977,5.820736790756954,3.550033359188467,1.0530621323555676,2.366259716005544
2011-01-01_3,2011-01-01,1.4388974743410365,1.399121049132819,1.3569968920716318,0.028429581009356664,0.060354288759182806
2011-01-01_5,2011-01-01,1.6638738069099495,1.5470920968580182,1.3545687640584345,0.07548465297515428,0.22834207539586515
2011-01-01_10,2011-01-01,4.323761051563925,3.2747041494758107,2.1210763929938286,0.32035165749432326,1.0384749299204072
2011-01-01_end,2011-01-01,12.037743970562028,5.650313573403254,3.470898229119472,1.1304559143806148,2.468192720135119
2011-04-01_3,2011-04-01,1.4113554033442168,1.3754493127114051,1.345744067157732,0.02610499005741662,0.04875469102015706
2011-04-01_5,2011-04-01,1.5323375461614246,1.4819229446396822,1.3478637862420748,0.03401971857180497,0.1368638001868674
2011-04-01_10,2011-04-01,4.164479954380876,3.2626787703896833,2.2141096370462,0.2763990105846321,0.8808824480510489
2011-04-01_end,2011-04-01,11.474409528694467,5.520454560879953,3.413611725889257,1.07852621593999,2.361369262260003
2011-07-01_3,2011-07-01,1.4937537152090858,1.409560897295057,1.3663955942667252,0.05972981946051048,0.0932073562566682
2011-07-01_5,2011-07-01,1.3576644594383407,1.4020781055696288,1.3347746987235698,-0.03167701282464852,0.017148782290119957
2011-07-01_10,2011-07-01,4.183078540672483,3.4204071774698077,2.3125674708167017,0.22297677546298722,0.8088460524765555
2011-07-01_end,2011-07-01,11.273728827829322,5.3659759048430065,3.346342765120453,1.1009652349825747,2.3689701322104457
2011-10-01_3,2011-10-01,1.4075137337753727,1.3809369685547468,1.29953562664176,0.019245458573276197,0.08308976292758374
2011-10-01_5,2011-10-01,1.421171993977067,1.482099743600961,1.335441214565096,-0.041109075072006895,0.0641965954599435
2011-10-01_10,2011-10-01,4.178542263753734,3.3219450577210092,2.2565089070000157,0.2578601365009887,0.8517729980109068
2011-10-01_end,2011-10-01,10.931050927014573,5.201105235608572,3.267173513992399,1.1016784763701382,2.3457209665173613
2012-01-01_3,2012-01-01,1.3252664510568146,1.3954947362259749,1.3156482068481443,-0.05032500900654635,0.0073106504904623115
2012-01-01_5,2012-01-01,1.5521074677911024,1.4209086069911723,1.3376232203206988,0.09233448242512132,0.16034728181451618
2012-01-01_10,2012-01-01,4.803808216751019,3.502989875931517,2.3837588609995177,0.3713451613883376,1.0152240628637945
2012-01-01_end,2012-01-01,11.337333522416182,5.046634304413969,3.192333733578976,1.2465137829583055,2.5514249037194863
2012-04-01_3,2012-04-01,1.275846029310742,1.3606125412039145,1.26972911296064,-0.0623002576605447,0.004817497124122161
2012-04-01_5,2012-04-01,1.7209476881453383,1.530201910405128,1.370207435124269,0.12465399268107658,0.25597602525727026
2012-04-01_10,2012-04-01,4.055967146406017,3.058422341256419,2.2055350419788735,0.32616319587169906,0.8389946517317082
2012-04-01_end,2012-04-01,11.70012875469155,4.906967189313026,3.1251514614222757,1.3843910715713519,2.7438597453983076
2012-07-01_3,2012-07-01,1.3639219278954382,1.3375041478159846,1.2326505785738804,0.019751550021427144,0.1064951833093144
2012-07-01_5,2012-07-01,1.665288816593308,1.5295943991943235,1.3618195437526877,0.08871267930273419,0.2228410322298413
2012-07-01_10,2012-07-01,2.480203051504007,2.288674455177851,1.8011537830850186,0.08368538211839005,0.3770079350225788
2012-07-01_end,2012-07-01,10.805231056500403,4.761194448972816,3.0524993810472627,1.2694370440660188,2.53979795166848
2012-10-01_3,2012-10-01,1.3577958735359599,1.2171638004530887,1.1053336388685444,0.11554079494520053,0.22840364736012564
2012-10-01_5,2012-10-01,1.9414759097272734,1.556105682255536,1.374151675163435,0.24765042109039337,0.4128541592734758
2012-10-01_10,2012-10-01,2.3959377079361066,2.0832735005434664,1.6384188935653508,0.1500831298968066,0.4623474603142088
2012-10-01_end,2012-10-01,11.191608827563135,4.62257573535486,2.9822752869658498,1.4210763583528374,2.752708167645186
2013-01-01_3,2013-01-01,1.4065555807678636,1.2730670835454578,1.1365114844436388,0.10485582334800769,0.23760789047936504
2013-01-01_5,2013-01-01,2.0281330708135568,1.5977179156336803,1.4165258040144422,0.2693937089696883,0.43176570809075
2013-01-01_10,2013-01-01,2.4715664041594247,1.996438854645204,1.7082841022627389,0.23798752884853958,0.44681227255212774
2013-01-01_end,2013-01-01,11.302947536450686,4.495332101776105,2.923660290345859,1.5143743066246191,2.8660262869027053
2013-04-01_3,2013-04-01,1.2640958746851803,1.2106276108896672,1.128732046651499,0.044165739583801766,0.11992556465039872
2013-04-01_5,2013-04-01,2.404041025685487,1.57151895109421,1.3559426479580357,0.5297563061594721,0.7729665995134982
2013-04-01_10,2013-04-01,3.2093099974220944,2.3118794483239884,1.781976693305789,0.3881822426981234,0.8009831494868904
2013-04-01_end,2013-04-01,11.332026787436915,4.36212883404808,2.865308362239509,1.5978202887970943,2.954906542268235
2013-07-01_3,2013-07-01,1.08317080402109,1.1394965708502667,1.1183182134804501,-0.049430396080216155,-0.031428808934421126
2013-07-01_5,2013-07-01,2.357106626303796,1.609821131025125,1.359576371105811,0.46420405402605436,0.7337066724590424
2013-07-01_10,2013-07-01,3.7350381748446,2.55011774590381,1.8807385480575176,0.46465322271651877,0.9859422665113435
2013-07-01_end,2013-07-01,10.88067959976754,4.22596808532967,2.8088204082328563,1.5747188289328338,2.873754109687995
2013-10-01_3,2013-10-01,1.163064631746359,1.2015644172114175,1.1247018745739166,-0.03204138281192481,0.034109267566550416
2013-10-01_5,2013-10-01,2.339115867848083,1.667173578558348,1.4212985519795809,0.40304278926420034,0.6457596924940001
2013-10-01_10,2013-10-01,3.57979808248709,2.363790777671099,1.7623347142912502,0.5144310216888357,1.031281602443359
2013-10-01_end,2013-10-01,10.969720334204485,4.086567948576727,2.7474411001441617,1.684335724314832,2.992704460026055
2014-01-01_3,2014-01-01,1.217058327699546,1.164501238374565,1.1438957972485428,0.04513270367865063,0.06395908668165728
2014-01-01_5,2014-01-01,1.5248956017269237,1.334700767023683,1.1941875492716647,0.14249998157067512,0.2769314189022971
2014-01-01_10,2014-01-01,4.2277585249741785,2.604747910144091,1.916065589927089,0.6230970024044689,1.2064790199249154
2014-01-01_end,2014-01-01,11.103688178115515,3.988260892357826,2.706083499363749,1.7840927356061473,3.103231914582902
2014-04-01_3,2014-04-01,1.2757315131093305,1.262589205281154,1.1833562415768097,0.010409013298390946,0.07806209853546031
2014-04-01_5,2014-04-01,1.709331991800744,1.523996217046407,1.3388023874259811,0.12161170262845422,0.2767619835868036
2014-04-01_10,2014-04-01,5.3587144126217225,2.725537400314581,2.054571292890488,0.9661129625310665,1.6081910280576235
2014-04-01_end,2014-04-01,10.181574944613244,3.8883767490925805,2.6616556349050517,1.6184641051022872,2.82527882686689
2014-07-01_3,2014-07-01,1.2891744933702065,1.2664718213866966,1.1904713870676793,0.01792591955078171,0.08291094382843478
2014-07-01_5,2014-07-01,1.6458901909490828,1.526649853227177,1.3565041570601466,0.07810588490205816,0.21333221308816452
2014-07-01_10,2014-07-01,6.280162192546758,2.835117466581547,2.0917179060568176,1.2151329765249854,2.002394431085474
2014-07-01_end,2014-07-01,9.738505786757228,3.779616995079188,2.6145096633142777,1.5765853522820223,2.7247924241412944
2014-10-01_3,2014-10-01,1.4542682200633295,1.297879125809508,1.2157960440650661,0.12049588528229016,0.19614488561825016
2014-10-01_5,2014-10-01,1.5343785950540216,1.4616925764537376,1.3182477303345153,0.04972729544582499,0.16395314761108026
2014-10-01_10,2014-10-01,6.267472670334867,2.724949268688818,2.12511642862033,1.3000327904638862,1.9492373151544649
2014-10-01_end,2014-10-01,10.080620652987307,3.692337382301745,2.574376061803833,1.7301461403029226,2.915752947890582
2015-01-01_3,2015-01-01,1.5025856071596035,1.343051769212662,1.2632986160652073,0.11878457822997035,0.189414433017985
2015-01-01_5,2015-01-01,1.7923742387112034,1.6064401288868135,1.4182708060426732,0.11574294396718865,0.26377433073756307
2015-01-01_10,2015-01-01,6.432296781954948,2.7878191948249302,2.1362242884393416,1.307286209197252,2.011058724856172
2015-01-01_end,2015-01-01,9.643340332776429,3.601769312625003,2.5325876461213914,1.6773897759010756,2.8077025083593914
2015-04-01_3,2015-04-01,1.6472391031366158,1.3314592071373892,1.2183288097280955,0.23716828447049987,0.3520480595909439
2015-04-01_5,2015-04-01,1.5873771444682119,1.3308161482399252,1.0651949013351756,0.19278470325717212,0.4902222517949566
2015-04-01_10,2015-04-01,5.291569448117357,2.4819567244356775,1.9937972041305252,1.1320151943102479,1.6540158834383347
2015-04-01_end,2015-04-01,9.596607460377406,3.512120609464349,2.491419978215143,1.7324253713032456,2.8518626101940585
2015-07-01_3,2015-07-01,1.7445007099878085,1.3802902870859834,1.2305610606167334,0.2638650915024059,0.41764660512945073
2015-07-01_5,2015-07-01,2.105938583332405,1.76565202757993,1.3197554293494425,0.1927257185657838,0.5957036709221968
2015-07-01_10,2015-07-01,6.567042448056015,2.7627716995843223,2.137921995375268,1.3769761537097223,2.0716941320879703
2015-07-01_end,2015-07-01,9.31193348121019,3.421342545798412,2.446648910127333,1.7217191370229012,2.8059949846770453
2015-10-01_3,2015-10-01,1.8348308417031884,1.4406884371695645,1.290697593236474,0.2735792100254322,0.42158074154479475
2015-10-01_5,2015-10-01,2.5258693124225844,1.9100206796679535,1.4007902038887872,0.3224303481686348,0.8031745977452027
2015-10-01_10,2015-10-01,8.182283192341457,2.9324766810385623,2.2528839897839994,1.790229584858499,2.6319150162392306
2015-10-01_end,2015-10-01,9.912894487784515,3.3465935292191564,2.410610943697382,1.962084998143602,3.1121917718419425
2016-01-01_3,2016-01-01,1.159454363570573,1.151227690533057,1.0794229624176717,0.00714599996609433,0.0741427632534779
2016-01-01_5,2016-01-01,2.540059586568335,2.0278438418131386,1.511357190585806,0.2525913160538109,0.6806480972137376
2016-01-01_10,2016-01-01,8.125641297229535,2.859510586527925,2.229119927327525,1.8416195888597326,2.6452239278894725
2016-01-01_end,2016-01-01,9.774594211147841,3.2492797318809696,2.3611585533883,2.0082341373204713,3.139744955763831
2016-04-01_3,2016-04-01,1.410532723096245,1.3044269417486067,1.1990243591573044,0.08134283182268653,0.17640038946964554
2016-04-01_5,2016-04-01,2.461413536846289,1.9919684871452532,1.5632002516421404,0.23566891380586585,0.5745989896435704
2016-04-01_10,2016-04-01,7.7337107207924225,2.6005649423256445,2.073311964441492,1.9738579471413953,2.730124001322554
2016-04-01_end,2016-04-01,9.841935580466261,3.1499679829912512,2.308844036020807,2.124455751172502,3.262711307875266
2016-07-01_3,2016-07-01,1.3672316115965648,1.2941320770146088,1.2049131425757582,0.05648537415948063,0.13471383395637648
2016-07-01_5,2016-07-01,2.791359104306126,2.059140631198993,1.621119263428781,0.35559420372409356,0.7218715286882753
2016-07-01_end,2016-07-01,9.66285624265818,3.054504485067864,2.2640225109867935,2.1634775099842396,3.2680036067514813
2016-10-01_3,2016-10-01,1.2188445712151843,1.2243204483709484,1.164148541281012,-0.0044725849045894606,0.04698372071487178
2016-10-01_5,2016-10-01,2.628361206938147,1.9781954613522472,1.5810732905406504,0.3286660789027702,0.6623904930045179
2016-10-01_end,2016-10-01,8.841016428780298,2.9559517593929536,2.2185875207104306,1.9909204034493193,2.9849752810063808
2017-01-01_3,2017-01-01,1.4319502789572967,1.3253134836196692,1.2377473141032882,0.08046156373991109,0.15690033227396083
2017-01-01_5,2017-01-01,2.971117973147236,2.060718984037505,1.6633497605278738,0.441787063719874,0.7862256295418797
2017-01-01_end,2017-01-01,7.969597444100174,2.855397673125018,2.167217668060073,1.7910639274907192,2.6773405650729796
2017-04-01_3,2017-04-01,1.2637540665210993,1.090887738619726,0.9277428634363061,0.15846390217942763,0.3621813934954208
2017-04-01_5,2017-04-01,2.4066603238600104,1.7834361998980257,1.5371566517283657,0.3494513142649116,0.5656571639292471
2017-04-01_end,2017-04-01,7.04983727200288,2.7799769220425405,2.131830644073185,1.5359337396308788,2.306940582546979
2017-07-01_3,2017-07-01,1.6129314399722268,1.439813884346469,1.1517587206546869,0.12023606488857808,0.40040740395297236
2017-07-01_5,2017-07-01,1.512219891693573,1.333758083578217,1.2620154339749132,0.13380373121081846,0.19825784295727833
2017-07-01_end,2017-07-01,7.023563759442035,2.7032749251222974,2.094576686346494,1.598168500795118,2.3532139478230434
2017-10-01_3,2017-10-01,1.930731348108259,1.5399809271235316,1.2190655495375153,0.2537371821315959,0.5837797638041144
2017-10-01_5,2017-10-01,1.331069272469256,1.2118480593038348,1.1519569502874987,0.09837967082598609,0.15548525675117952
2017-10-01_end,2017-10-01,6.537502333538894,2.623128033382413,2.0526988373449506,1.4922543811592224,2.1848326771572504
2018-01-01_3,2018-01-01,1.8643273392356978,1.625062901968569,1.3144135614523815,0.1472339544378798,0.4183719598690694
2018-01-01_5,2018-01-01,1.2772725852223556,1.16603445658667,1.205980338852855,0.0953986633991184,0.05911559589546456
2018-01-01_end,2018-01-01,5.374723064374013,2.549546959455041,2.013795329317196,1.1081090679431322,1.668951996326451
2018-04-01_3,2018-04-01,1.7311986509877282,1.6026045381562477,1.3707234529259018,0.08024070178874232,0.2629817103459984
2018-04-01_5,2018-04-01,1.6700935202316587,1.3640032894284695,1.266810381423773,0.2244057863903275,0.3183453062285724
2018-04-01_end,2018-04-01,4.866643779744776,2.495972154481165,1.9866624656177088,0.9497989074146544,1.4496580893682918
2018-07-01_3,2018-07-01,2.0107770734956905,1.6680430958899515,1.4304364920497554,0.20547069704028242,0.40570873622940873
2018-07-01_5,2018-07-01,2.1555601932754325,1.5172178056689858,1.344117960355469,0.4207322015476762,0.603698675899969
2018-07-01_end,2018-07-01,5.362947479550867,2.4348276008436387,1.9541869871053947,1.2025984417511406,1.7443369109189693
2018-10-01_3,2018-10-01,1.9873962702592394,1.5995665287396794,1.3885563336268645,0.24245927540452872,0.43126801709817864
2018-10-01_5,2018-10-01,2.0433729187907397,1.414019153590633,1.2630278190995319,0.4450814994987744,0.6178368266247296
2018-10-01_end,2018-10-01,5.459287231369147,2.3692403356268645,1.9167998641974464,1.3042353066831032,1.8481258441944437
2019-01-01_3,2019-01-01,2.125619254274028,1.6563258518840163,1.457332343637001,0.28333398398401255,0.45856863985411356
2019-01-01_5,2019-01-01,2.103925018584082,1.549890956298329,1.368558660875119,0.35746647855083724,0.5373290738145899
2019-01-01_end,2019-01-01,4.546477367045261,2.3052254726440977,1.8827012680142792,0.9722484507471816,1.414869232993356
2019-04-01_3,2019-04-01,1.649950295815854,1.4139861371573048,1.3335935451429144,0.1668786931199584,0.23722126717330294
2019-04-01_5,2019-04-01,2.399233664431387,1.6037819627950354,1.4571055788628102,0.4959849406524415,0.6465750315113441
2019-04-01_end,2019-04-01,4.076036177856849,2.231253543841608,1.8425056296748306,0.8267920241995581,1.21222454477721
2019-07-01_3,2019-07-01,1.17096015696168,1.0520706008320333,1.091859554432098,0.1130053021495161,0.07244576668170866
2019-07-01_5,2019-07-01,2.678967667868837,1.6596199403347698,1.478230641426069,0.6142055194446807,0.8122798924560248
2019-07-01_end,2019-07-01,3.8866553698241657,2.1646904747042335,1.8071951046279888,0.7954785754555547,1.1506562074404432
2019-10-01_3,2019-10-01,0.9903232769538728,0.9487734348801109,0.9915116924539055,0.04379321821864912,-0.0011985894962988075
2019-10-01_5,2019-10-01,2.3474234543105705,1.5740846175687953,1.4884842320702014,0.4912943231325215,0.577056312545378
2019-10-01_end,2019-10-01,3.621849984537374,2.0898093266833304,1.7651273090879347,0.7331006892793881,1.0518916487722536
2020-01-01_3,2020-01-01,0.9902393099276696,0.9170287067241077,1.0436590273369732,0.07983458169493018,-0.05118502883610443
2020-01-01_5,2020-01-01,2.6329436504281043,1.594681546520714,1.4875471607651234,0.6510780200427333,0.7699900345168509
2020-01-01_end,2020-01-01,3.7914967469754544,2.03271319098213,1.7365282891061076,0.8652394070132181,1.1833774726049286
2020-04-01_3,2020-04-01,1.1980291998594879,1.070896670460413,1.0918975208294874,0.11871596289903152,0.09719930396890608
2020-04-01_5,2020-04-01,2.076626812322832,1.4108443599851102,1.3791300380964793,0.4719035431695304,0.5057512743244001
2020-04-01_end,2020-04-01,3.385504206221391,1.9744682817951398,1.7012774742232866,0.7146409681209824,0.9899776829567637
2020-07-01_3,2020-07-01,1.3858297408085176,1.1782400199772458,1.1360164799055041,0.17618627555638522,0.21990284940566474
2020-07-01_5,2020-07-01,2.594656360151693,1.5567029800123722,1.4580456270713587,0.6667639193001811,0.779544008758724
2020-07-01_end,2020-07-01,3.444978330344805,1.9079940625680354,1.6504717146934498,0.8055498169150952,1.0872689302552865
2020-10-01_3,2020-10-01,1.3066566149392829,1.1145457030850532,1.0686504846131943,0.17236701135042587,0.22271653244253797
2020-10-01_5,2020-10-01,2.920629671318021,1.657184530406162,1.5267824152487646,0.7624046192382685,0.9129311695944256
2020-10-01_end,2020-10-01,3.4051627645720988,1.8767576938343147,1.6210957333188474,0.8143859357865064,1.1005315692249433
2021-01-01_3,2021-01-01,1.3644116572881393,1.2456610686318614,1.1625706631980317,0.09533137997698238,0.17361610823283447
2021-01-01_5,2021-01-01,2.6650935300160596,1.629374085024577,1.5073236635038376,0.6356547919294175,0.7680963913357115
2021-01-01_end,2021-01-01,3.142975669846029,1.8415610102933253,1.5885507086198145,0.7066910367229231,0.9785176845734755
2021-04-01_3,2021-04-01,1.9276441513225784,1.322896095725849,1.2493966983508633,0.45713949685890864,0.5428599690290246
2021-04-01_5,2021-04-01,2.538829983069681,1.5052405333428103,1.4086045439703425,0.6866606544480267,0.8023724216547288
2021-04-01_end,2021-04-01,3.2029773841565103,1.8171727386448617,1.5644238652789122,0.7626158020316212,1.0473846348447706
2021-07-01_3,2021-07-01,2.3623750885169486,1.4026704501402287,1.2824623015711398,0.6841982293708231,0.8420620127568752
2021-07-01_end,2021-07-01,3.2613140379605476,1.7976789651903018,1.5479643973720734,0.8141804521895297,1.1068404696497995
2021-10-01_3,2021-10-01,1.969891153290934,1.3749106841526453,1.3136267606941259,0.4327411780242103,0.49958208239457247
2021-10-01_end,2021-10-01,2.9329117153923168,1.7900944181675817,1.5382360369922976,0.6384117427697318,0.9066720872870844
2022-01-01_3,2022-01-01,2.2015802693649,1.434741074850461,1.329917938847196,0.5344791530376758,0.6554256507535203
